,text
2885,"b'LIVE: President Obama is at Del Sol High School in Las Vegas, discussing his #ImmigrationAction. Watch here: http://t.co/W8yC37Q9BC'"
2886,"b""President Obama will speak about the steps he's taking on immigration at 3:55 p.m. ET. Tune in: http://t.co/99h7uVI943 #ImmigrationAction"""
2887,b'The #ImmigrationAction President Obama is taking will grow the economy and reduce the deficit by $25 billion in 10 years.'
2888,"b""RT @WhiteHouse: A behind-the-scenes video you don't want to miss. Watch President Obama reflect on his #ImmigrationAction.\nhttps://t.co/gtW\xe2\x80\xa6"""
2889,b'Retweet if you think President Obama did the right thing by taking action to help fix our broken immigration system. #ImmigrationAction'
2890,b'The President is taking steps to fix our broken immigration system\xe2\x80\x94stand up to those who want to block progress: http://t.co/b4cBEam8jN'
2891,"b""Add your name if you believe it's time for action to help fix our broken immigration system: http://t.co/xQ9iBqALJA #ImmigrationAction"""
2892,b'The President is taking action to help fix our immigration system\xe2\x80\x94now Congress must do its part. #ImmigrationAction http://t.co/c8dop8kh0j'
2893,"b'""To those members of Congress who question my authority to make our immigration system work better \xe2\x80\xa6 Pass a bill."" \xe2\x80\x94President Obama'"
2894,"b'""My fellow Americans, we are and always will be a nation of immigrants."" \xe2\x80\x94President Obama #ImmigrationAction'"
2895,"b'""It\xe2\x80\x99s about who we are as a country and who we want to be for future generations."" \xe2\x80\x94President Obama #ImmigrationAction'"
2896,"b'""Our history and the facts show that immigrants are a net plus for our economy and our society."" \xe2\x80\x94President Obama #ImmigrationAction'"
2897,"b'""If you meet the criteria, you can come out of the shadows and get right with the law."" \xe2\x80\x94President Obama #ImmigrationAction'"
2898,"b'""What I\xe2\x80\x99m describing is accountability\xe2\x80\x94a common-sense, middle-ground approach."" \xe2\x80\x94President Obama #ImmigrationAction'"
2899,"b'""Most of these immigrants have been here a long time. They work hard, often in tough, low-paying jobs."" \xe2\x80\x94President Obama #ImmigrationAction'"
2900,"b'""Today, our immigration system is broken, and everybody knows it."" \xe2\x80\x94President Obama #ImmigrationAction'"
2901,"b""LIVE: The President is addressing the nation about actions he's taking to help fix our immigration system. http://t.co/Xv7zBz3R5M"""
2902,b'Watch at 8 p.m. ET: President Obama is laying out common-sense steps forward on immigration: http://t.co/eG4leiFU8u #ImmigrationAction'
2903,"b""Everyone agrees our immigration system is broken, and Congress has stalled on reform. That's why the President is taking #ImmigrationAction."""
2904,b'Ready for #ImmigrationAction. http://t.co/zCMOTGRLsJ'
2905,"b""Tonight the President will announce the actions he's taking to fix our broken immigration system. Tune in at 8 pm ET: http://t.co/Lhx6nuViQf"""
2906,b'A better immigration system will strengthen our economy and our families\xe2\x80\x94stand up for #ImmigrationAction: http://t.co/xPfNTJhqLy'
2907,b'A very happy birthday to the @VP. http://t.co/rS2606MgKy'
2908,"b""Tonight the President will address the nation on the steps he's taking to fix our broken immigration system. #ImmigrationAction"""
2909,b'Millions are getting the coverage they deserve. Make sure you are too: http://t.co/1gmrQ9Ad1S #GetCovered #StayCovered'
2910,"b""Tune in tomorrow: The President will address the nation on the common-sense steps he's taking on immigration. http://t.co/eWXfAS1XCm"""
2911,b'RT @SenatorReid: Today marks the 510th day that the Republican-led House has refused to address our broken immigration system. http://t.co/\xe2\x80\xa6'
2912,b'Everyone needs that reminder to do something. This is yours\xe2\x80\x94make sure you #GetCovered today: http://t.co/pccPiGZj8o'
2913,"b""The President will address the nation tomorrow about the steps he's taking to help fix our broken immigration system. http://t.co/NgrlmkUgAS"""
2914,"b'""Every child deserves a shot at a world class education."" \xe2\x80\x94President Obama #ConnectED'"
2915,"b'""In a country where we expect free wifi with our coffee, we should expect our schools to be wired.\xe2\x80\x9d \xe2\x80\x94President Obama #ConnectED'"
2916,"b'""Every decision I make is aimed at one goal\xe2\x80\x94that is to restore opportunity to everyone who works hard for it."" \xe2\x80\x94President Obama #ConnectED'"
2917,b'WATCH: President Obama is speaking about how technology is transforming schools. http://t.co/Hu2RMvQuoa #ConnectED'
2918,"b""Heath care open enrollment is here again. Find a plan that's right for you. http://t.co/rQllVWztub"""
2919,b'ICYMI: Health care enrollment is back. http://t.co/jTRgLbWTfp #GetCovered #StayCovered'
2920,b'This petition is an important way you can support #NetNeutrality: http://t.co/LRZAbEbobk'
2921,"b""Today: Check 'sign up for health insurance' off your to-do list. http://t.co/rgHFjkAfmz #GetCovered #StayCovered http://t.co/qPl3xORlJ9"""
2922,"b""Why gamble with your health? It's easy to get quality, affordable health coverage. http://t.co/pakl3LApu6 #GetCovered http://t.co/cERdTid5c8"""
2923,"b'Before Obamacare, finding coverage was nearly impossible for Rick: http://t.co/pRIJo4Ykwf #ThisIsWhy http://t.co/QFOIbZNq34'"
2924,b'RT @conniebritton: Your health is everything. Have you and your family enrolled for health coverage yet? #GetCovered @HealthCareGov'
2925,"b""President Obama's latest commitment shows momentum and U.S. leadership in the global fight against climate change: http://t.co/ZaTcqvhLCc"""
2926,b'RT @Pharrell: Keep those you love healthy. Today is the day to #GetCovered at http://t.co/up7RpXH3TY'
2927,"b'Add your name to join the team that believes quality, affordable health coverage is worth fighting for: http://t.co/BkRDGlko6L'"
2928,"b'RT @OfficialJLD: Hey, guess what?  Open enrollment is back!  #GetCovered at http://t.co/0JdON3nuVS.'"
2929,"b""Now's your chance to get covered. The health care marketplace is now open again for all Americans: http://t.co/jPTwVAqvex #ReadySetEnroll"""
2930,"b'""So spread the word. Tell your friends and family members to get covered."" \xe2\x80\x94President Obama http://t.co/I7V9l0BsgP'"
2931,b'RT @Podesta44: RT so your friends know: You can sign up for health coverage right now at http://t.co/BcCY9JO5Hk #ReadySetEnroll http://t.co\xe2\x80\xa6'
2932,"b'Thanks to health care reform, Doris finally has an affordable plan. http://t.co/VvDJo9e7X6 #ThisIsWhy http://t.co/aJE1yeoHjC'"
2933,b'Watch the weekly address\xe2\x80\x94tell your friends and family to #GetCovered and #StayCovered: http://t.co/2d8nThFkmW'
2934,b'The health care marketplace is open for business\xe2\x80\x94check out your options today: http://t.co/FOlpuRNavS #ReadySetEnroll'
2935,"b""Let's go: The health care marketplace is open again. http://t.co/iuYyzf1J8O #ReadySetEnroll http://t.co/dtlCVoy2Ao"""
2936,"b""LAST CHANCE: Donate before tonight's midnight deadline. http://t.co/a9kRtOjiHa"""
2937,b'MIDNIGHT DEADLINE: All donations will be matched dollar for dollar by other supporters. http://t.co/BJXFNePHB5'
2938,b'Chip in $5 right now to support @OFA go all in for health care: http://t.co/QS8ztWrSLU'
2939,"b""DEADLINE: There's a lot at stake in the weeks ahead, and your donation will help this fight for change. http://t.co/nIgOSCRFB4"""
2940,"b""You're not an Incredible. #GetCovered #RuinAPixarMovie"""
2941,"b""There's something coming tomorrow\xe2\x80\x93\xe2\x80\x93and it's going to be big: http://t.co/ORhW0fY02V #ReadySetEnroll"""
2942,"b'RT @VP: Having health care provides peace of mind\n\nAnd starting tomorrow, you can #GetCovered\n\nLearn more \xe2\x86\x92 https://t.co/grVjVrvSS4 #ReadyS\xe2\x80\xa6'"
2943,"b""Tonight's budget deadline matters. Chip in now: http://t.co/16XHE5XOwG http://t.co/AGVlKVilaS"""
2944,"b""Add your name: @OFA is going all in for #Obamacare, and here's how you can do your part. http://t.co/EjCO5fXcvF #ReadySetEnroll"""
2945,b'RT @WhiteHouse: RT to spread the word: You can sign up for health coverage starting tomorrow. https://t.co/wcc2CipWAD #ReadySetEnroll http:\xe2\x80\xa6'
2946,"b'CHIP IN NOW: Get your impact doubled now, before this critical budget deadline. http://t.co/UVr7ZyS2AH'"
2947,"b""Drop everything: Watch this\xe2\x80\x94it's time to get covered and stay covered. http://t.co/aiPnr6QHv1 #ReadySetEnroll"""
2948,b'Tomorrow. Are you in? http://t.co/vD8PN9uo65 #ReadySetEnroll http://t.co/3G0dd7ONP1'
2949,"b""Funke's health coverage isn't in jeopardy, and she can afford it, too: http://t.co/55OIMV2rt9 #ThisIsWhy http://t.co/vh8eVwN3lM"""
2950,"b""Here's the deal: Chip in today and your donation will be matched\xe2\x80\x94dollar-for-dollar. http://t.co/IiE4fsAmm6 http://t.co/6Ves6wVFrC"""
2951,"b'If you believe health care reform is worth fighting for, add your name: http://t.co/ohOVCoNNVc'"
2952,b'No kidding: Every grassroots donation will be matched by another @OFA supporter. Chip in today: http://t.co/WgNwuWc3uj'
2953,b'WATCH: President Obama is urging the @FCC to protect #NetNeutrality and treat all internet traffic equally. http://t.co/tLQioAC5yv'
2954,b'Organizers across the country are going all in for health care this fall. Join in: http://t.co/zDB1C9pQ78'
2955,"b""If you chip in right now, another supporter will match your donation\xe2\x80\x94meaning you'll make double the impact: http://t.co/DTOs3isAZE"""
2956,b'You can make a real impact for #Obamacare right now: http://t.co/mfnQGDPVaq http://t.co/S7R1lK4WbA'
2957,b'Donate today\xe2\x80\x94your contribution will be matched dollar for dollar: http://t.co/clTjM0uAlr'
2958,b'ICYMI: The United States has made a groundbreaking deal with China on cutting carbon pollution. http://t.co/LysW4fCkBY #ActOnClimate'
2959,b'It starts with you. Watch the new @ItsOnUs video aimed at ending sexual assault: http://t.co/OXPMI10JH6'
2960,b'This is no time to sit on the sidelines. Do your part to help Americans get covered: http://t.co/1PGuD1rN2E'
2961,"b""The world's two largest economies are standing together to fight climate change: http://t.co/0tUgYUhYG4 #ActOnClimate"""
2962,b'Say no to the idea of fast lanes for the internet: http://t.co/0m9Mrgigvx #NetNeutrality'
2963,"b""This is a huge win for anyone that's fighting to #ActOnClimate: http://t.co/O1co21l3f1 http://t.co/gDwvQqOGrb"""
2964,"b""Got a minute and a social media account? Here's an easy way to get involved in the fight for progress: http://t.co/6mYPfZXkx1"""
2965,b'The #Obamacare marketplace opens Saturday\xe2\x80\x94spread the word about why getting covered matters: http://t.co/e6JZT2P5Ch http://t.co/iOGnzCGMPz'
2966,"b""Stand with the President's global leadership in the fight against climate change: http://t.co/5QufvgCiNH #ActOnClimate"""
2967,b'Watch: Amazing things can happen when people organize. http://t.co/dTkiosYmAe'
2968,"b""Add your name if you support the President's historic agreement with China on climate change: http://t.co/BI931suA5b #ActOnClimate"""
2969,b'This is huge: The United States and China have just agreed on an ambitious new joint plan to cut carbon pollution. http://t.co/Ntu6NFpSFY'
2970,"b""The fight for change is not over. Check out President Obama's message to OFA supporters: http://t.co/AF3JrTUVZ5"""
2971,b'Watch: This is what you should know about @OFA. http://t.co/RQ3m1bH6ZC'
2972,b'This is about keeping the internet open and free\xe2\x80\x94sign the petition: http://t.co/JTdQPAvuHU #NetNeutrality'
2973,"b""Let's keep fighting for real, lasting change: http://t.co/ank1Jk0oIN"""
2974,b'RT @OFA: Retweet if you want to keep the internet open and free. #NetNeutrality'
2975,"b""You have the power to make real, lasting change, but you're not in it alone. Join the movement: http://t.co/vkXN6UouDJ #OFAction"""
2976,"b""The internet shouldn't have gatekeepers. Add your name if you agree: http://t.co/eNiTfkYrVB #NetNeutrality"""
2977,"b'""We\xe2\x80\x99ll have your backs\xe2\x80\x94just like you had ours."" \xe2\x80\x94President Obama. Happy Veterans Day. http://t.co/gy0APQFIy4'"
2978,"b""Time is winding down\xe2\x80\x94say you'll do your part: http://t.co/q4AJ9RoI82 #Obamacare http://t.co/xJlryiKAeN"""
2979,b'President Obama took a stand to keep the internet open and free. Sign the petition to protect #NetNeutrality: http://t.co/3XXLwgskKg'
2980,"b'""Your voice is needed like never before."" Read President Obama\'s message to @OFA supporters: http://t.co/Q3tsDS1FdT'"
2981,"b""Sign this petition if you support an internet that's open and free: http://t.co/sJQ7nbKEIw #NetNeutrality"""
2982,"b""No one ever said the fight for change would be easy\xe2\x80\x94that's why it needs you: http://t.co/ZaW895oRxX"""
2983,"b""Let's go. http://t.co/pnYdzeeuN3 #Obamacare http://t.co/vrdS4q035g"""
2984,b'This is important: President Obama is urging the @FCC to keep the internet open and free. http://t.co/SGc5cgZ0jw #NetNeutrality'
2985,b'This work has never been more important: http://t.co/uNmNEx8tPo http://t.co/48CiTwDFp6'
2986,"b'Watch: @OFA is a grassroots movement dedicated to the fight for real, lasting change. http://t.co/HbRLLu83Il'"
2987,b'RT @OFA: Retweet to spread the word about the #HealthCareCountdown. http://t.co/phNJ6zysqQ'
2988,b'President Obama: This Veterans Day\xe2\x80\x94and every day\xe2\x80\x94let\xe2\x80\x99s make sure all our veterans know how much we appreciate them. http://t.co/5DXkruzuCk'
2989,"b'Watch the weekly address: For Veterans Day, President Obama pays tribute to the men and women in uniform. http://t.co/5DXkruzuCk'"
2990,b'Voters across the country took a decisive stand on raising the minimum wage. http://t.co/BK5imALnAB #RaiseTheWage'
2991,"b'For the first time since the 1990s, the private sector has added at least 200K jobs for nine consecutive months. #ActOnJobs'"
2992,"b""The unemployment rate is falling as fast as any point in the last 30 years. Let's keep building that momentum. http://t.co/IiTCcVJM7t"""
2993,"b""Jackie Robinson West All Stars: America's champions. http://t.co/JAmZBdgNuB"""
2994,b'This is undeniable progress on the minimum wage. Congrats to the @OFA volunteers who are fighting to #RaiseTheWage. http://t.co/m4cLUzYZQO'
2995,"b'""I\'m going to squeeze every last bit of opportunity to make the world a better place over these last two years."" \xe2\x80\x94President Obama'"
2996,b'Happening now: President Obama is holding a press conference. Tune in. http://t.co/wslWZ6O5Wn'
2997,b'Watch the weekly address: President Obama wants a strong economy with opportunities for women and working families. http://t.co/KEIINg19KX'
2998,b'WATCH: The President and First Lady are welcoming children to the White House for trick-or-treating. http://t.co/XWm3CtPP4H #HappyHalloween'
2999,"b'Tricks, treats, and hugs. #HappyHalloween http://t.co/4TKQQ87Gwn'"
3000,"b""Don't get scared. Get covered. #ScarierThanHalloween http://t.co/Zo4nobtryp"""
3001,"b'""It\'s up to us to restore the ideals that made this country great."" \xe2\x80\x94President Obama #WomenSucceed'"
3002,"b'""We have to raise our voices to demand that women get paid fairly."" \xe2\x80\x94President Obama #WomenSucceed'"
3003,"b""President Obama: Let's encourage more women and more girls to go into fields like engineering, science, and math. #WomenSucceed"""
3004,"b'""We\'ve got to catch up to the 21st century. We\'ve got to pass a fair pay law."" \xe2\x80\x94President Obama #WomenSucceed'"
3005,"b'""Nobody who works full time in America should be raising their kids below the poverty line."" \xe2\x80\x94President Obama #RaiseTheWage'"
3006,"b'""About 28 million Americans would benefit if we raised the minimum wage to $10.10."" \xe2\x80\x94President Obama #RaiseTheWage'"
3007,"b'""When women do well, everybody does well."" \xe2\x80\x94 President Obama #WomenSucceed'"
3008,b'President Obama: We have to ensure women are full and equal participants in the economy. #WomenSucceed'
3009,"b'""We\'ve got to harness the progress we\'re seeing in the broader economy to make sure it\'s working for all Americans."" \xe2\x80\x94 President Obama'"
3010,"b'""Ten million Americans have now gained the peace of mind of having health insurance."" \xe2\x80\x94 President Obama'"
3011,"b'""For the first time in six years, the unemployment rate is under six percent."" \xe2\x80\x94 President Obama'"
3012,"b'""Happy Halloween, everybody. I see a lot of you came as college students."" \xe2\x80\x94 President Obama at Rhode Island College'"
3013,"b""LIVE: President Obama is at Rhode Island College speaking about how women succeed in today's economy. http://t.co/PbGLPqSV05"""
3014,b'Even the scariest haunted house is no match for going without health insurance. #ScarierThanHalloween http://t.co/GOszvpMLAH'
3015,"b""It's all hands on deck for #Obamacare\xe2\x80\x94that includes yours: http://t.co/GscJ79MdGg"""
3016,"b'""Bold, big-hearted, and Boston strong, Tom was the embodiment of the city he loved and led."" \xe2\x80\x94President Obama on the passing Tom Menino'"
3017,b'This is why reform matters: Health care should be available when you need it. http://t.co/pwiHZxEsF4 http://t.co/8YRFejM868'
3018,"b'Team Obamacare is for anyone who thinks all Americans deserve access to quality, affordable health care: http://t.co/edxsIChD8E'"
3019,b'October has been a good month for marriage equality: http://t.co/nCcffFT7Zu #LoveIsLove'
3020,b'Happening now: President Obama is speaking to American health care workers fighting Ebola. http://t.co/jXRcIFtafT'
3021,"b""The dangers of extreme weather can be heartbreaking. It's time to #ActOnClimate. http://t.co/hfGTXht97h"""
3022,"b""Here's your reminder to take this important #Obamacare survey: http://t.co/BnSL79jfzR"""
3023,"b""Retweet if you agree the fight against climate change can't wait. #ActOnClimate http://t.co/rXXIDwU5nV"""
3024,b'Happening now: President Obama is delivering a statement. Tune in to watch. http://t.co/wta3GlTeyh'
3025,"b""Who will make the biggest difference during the #Obamacare open enrollment period? That's up to you. http://t.co/rf8OdV7rBU"""
3026,"b""Take this quick health care survey\xe2\x80\x94it's important everyone gets the facts and information needed to #GetCovered: http://t.co/6b3IyX4j3S"""
3027,b'Health care reform is helping millions of Americans. Keep the momentum going: http://t.co/xYF6RzW4ei'
3028,b'RT @WhiteHouse: Share the news: Our manufacturers are adding jobs at the fastest pace since the 1990s. #MadeInAmerica http://t.co/bdhzFLfRCJ'
3029,b'Millions of Americans still need to get health insurance\xe2\x80\x94this is your chance to make an impact: http://t.co/nCjdfzik9v'
3030,b'Take a stand for #Obamacare: http://t.co/jScykdGvMp'
3031,"b'On November 15th, @OFA volunteers will hit the ground running for health care enrollment: http://t.co/DUImIL6ro1'"
3032,"b""Better health coverage at lower costs isn't just a goal anymore\xe2\x80\x94it's actually happening. http://t.co/UrccNqPcbc"""
3033,b'Volunteers across the country have helped millions get covered. Team Obamacare needs you. http://t.co/fc9bqhGbzO http://t.co/CmIJFRB8W0'
3034,b'Watch the weekly address: President Obama discusses the measures taken to respond to Ebola at home and abroad. http://t.co/tPLL1RirqG'
3035,b'Will you weigh in on #Obamacare? http://t.co/sbsaKI67WF'
3036,"b'This matters: Obamacare is helping millions get quality, affordable health care. http://t.co/3B6W7qlfXC'"
3037,"b""For everyone who has health insurance, here's a big way #Obamacare works for you: http://t.co/1h3a0K1c8i http://t.co/a5GyaHDfGo"""
3038,"b""The other side isn't done trying to derail health care reform. Join the team fighting to protect it: http://t.co/GuaGCxQXqe"""
3039,b'Take this short survey about health care: http://t.co/KvJwt6eUGR'
3040,b'Defend health care reform\xe2\x80\x94join Team Obamacare: http://t.co/hT2qWwah3o'
3041,b'The countdown until open enrollment has begun. #HealthCareCountdown http://t.co/v0Zy3ItSYE'
3042,"b""Obamacare is reducing costs and improving access to health care for millions. That's worth fighting for: http://t.co/TWWfjyp0Ft"""
3043,"b'""Has the new law worked? For many, the answer is a resounding yes."" More from @AsburyParkPress: http://t.co/EfJ6hiiRSZ #Obamacare'"
3044,"b""Thousands have taken a stand for health care reform\xe2\x80\x94the fight's not over. Add your name: http://t.co/JyQcaiExbP"""
3045,b'Here are ways to do your part before November 15th: http://t.co/6krVpbFR9B #Obamacare'
3046,"b'Read this story about #Obamacare from @BloombergNews: ""None of the most dire predictions has come to pass."" http://t.co/GHtfLKc09P'"
3047,"b""Add your name: http://t.co/XVlpxmYSoD Tell lawmakers that minimum wage workers shouldn't have to raise a family in poverty. #RaiseTheWage"""
3048,b'Are you ready for Round 2? You should be part of this: http://t.co/RZC6FBLk3w http://t.co/p5NVoLxDZQ'
3049,"b'When the health insurance marketplace opens again on November 15th, be part of the team helping out: http://t.co/jJIOreFGMr'"
3050,b'How many can you answer? Test your knowledge about the minimum wage: http://t.co/gWT9LnNGTB #RaiseTheWage'
3051,b'Watch the weekly address: President Obama discusses what you need to know about Ebola. http://t.co/5ds9klcfGS'
3052,"b""Add your name if you're one of the 7 out of 10 Americans that supports raising the minimum wage: http://t.co/vMzERQvatQ #RaiseTheWage"""
3053,"b""RT @WhiteHouse: Here's how President Obama's acting to protect Americans from fraud and identify theft \xe2\x86\x92 http://t.co/riFJ4nS7Wq http://t.co\xe2\x80\xa6"""
3054,"b""DYK: Raising the minimum wage would lift nearly a million people out of poverty. Let's get it done: http://t.co/VeNPAEBX1H #RaiseTheWage"""
3055,b'Add your name if you agree: Higher wages are key to a stronger economy\xe2\x80\x94and that starts with a higher minimum wage. http://t.co/WlG5jXVLof'
3056,b'Happening now: President Obama is speaking at the Consumer Financial Protection Bureau. http://t.co/VcMRa5qzao'
3057,"b'If you do one meaningful thing today, take the pledge to help Americans get covered: http://t.co/sUj3ho0VAC'"
3058,b'Team #Obamacare needs you: http://t.co/bapGUsCSKm'
3059,b'Make this #Obamacare pledge: http://t.co/2hjugyvLHG http://t.co/PX5CGdzEae'
3060,"b""Last spring, volunteers across the country helped millions get health insurance. It's about time to do that again: http://t.co/2CT6GyNudp"""
3061,"b""Make this simple commitment: Say you'll help spread the word about health care enrollment. http://t.co/Z65LzbRibw"""
3062,"b""Long-term unemployment is on the decline. Let's keep the economy moving in the right direction: http://t.co/ItcXk2XaDB #ActOnJobs"""
3063,"b'Get involved again, and help people #GetCovered: http://t.co/m7wjk0wjJl http://t.co/OV7M9y8Ec0'"
3064,b'This work needs you. Pledge to do your part for health care enrollment: http://t.co/fqelX8UNVf'
3065,b'You ready? #HealthCareCountdown http://t.co/9PUOmOeCnK'
3066,b'#LetsMove MT @FLOTUS: The First Lady wants to know\xe2\x80\xa6 #TurnipForWhat? https://t.co/fcekmYqAiM  #AskTheFirstLady #TD4W'
3067,b'LAST CALL: Add your name tonight to tell the EPA you support cutting carbon pollution. http://t.co/0yKo0i4uPh'
3068,"b""It's easy to take a meaningful stand for cutting carbon pollution right now: http://t.co/E7sUJxG9sc #ActOnClimate"""
3069,b'This is a big moment in the fight against climate change\xe2\x80\x94stick it to climate change deniers by adding your name: http://t.co/fkCzkiMhFw'
3070,"b""Tonight is the deadline to have your name included in OFA's public comments to the EPA: http://t.co/k0t02l276p http://t.co/OyiQ7c830K"""
3071,b'Learn why major companies are dropping their support of ALEC: http://t.co/0Odo9UOSJz #ActOnClimate'
3072,b'DEADLINE TONIGHT: Add your name to tell the EPA you support cutting carbon pollution. http://t.co/VY0TgyLRNZ'
3073,b'This is one meaningful way you can fight climate change now: http://t.co/ug9oXN40cn #ActOnClimate'
3074,b'This @WhiteHouse white board lays out how raising the minimum wage will improve lives\xe2\x80\x94and the economy: http://t.co/r096niPxRS #RaiseTheWage'
3075,"b'This is a new record-breaking level: In 2013, vehicle mileage averaged 24.1 miles per gallon. http://t.co/JQwzKbdFEA'"
3076,"b'""A hard day\xe2\x80\x99s work deserves a fair day\xe2\x80\x99s pay.""  \xe2\x80\x94President Obama http://t.co/ohQjdm58Wu #RaiseTheWage'"
3077,"b'If you support cutting carbon pollution from the air, add your name here: http://t.co/J3VdLnxhSB #ActOnClimate'"
3078,"b""Watch the weekly address: President Obama makes the case for why it's time to #RaiseTheWage. http://t.co/mIDJgXdGmG"""
3079,"b'""Today, we honor Malala and Kailash\xe2\x80\x99s achievements."" \xe2\x80\x94President Obama on the Nobel Peace Prize announcement'"
3080,"b'WATCH: #With1010, hard-working Americans earning the minimum wage will get a leg up. http://t.co/lutSpbNgQs'"
3081,"b""There's support from both sides of the aisle on raising the minimum wage: http://t.co/g6la1KBEvp #With1010"""
3082,"b'RT @WhiteHouse: Today, President Obama will designate the San Gabriel Mountains National Monument: http://t.co/UzTFiqOiEd http://t.co/Ulecu\xe2\x80\xa6'"
3083,b'WATCH: Americans earning the minimum wage will be able to do more #With1010. http://t.co/Bnu5Wuthga'
3084,"b'If you think no one who works full time should raise a family in poverty, sign this petition: http://t.co/aH63MIzw3C #With1010'"
3085,"b'RT @SmlBizMajority: #With1010, we could grow the economy and give a much-needed boost to #smallbiz &amp; their workers. Let\xe2\x80\x99s make it happen.'"
3086,"b'""It\'s long past time for us to raise the minimum wage."" \xe2\x80\x93\xe2\x80\x93 President Obama #With1010 http://t.co/ByAFcu1UVL'"
3087,"b""It's time: #With1010, both the economy and American workers get a hand. http://t.co/6RqSPHYBnx"""
3088,"b""Watch President Obama's message to @OFA supporters: It's time to raise the minimum wage. http://t.co/vCnSdSyyFI #With1010"""
3089,b'Happening now: President Obama is participating in a town hall with members of the @CrossCampusLA community. http://t.co/NBouTKz1TE'
3090,b'Cutting carbon pollution will lead to a safer climate. Take action: http://t.co/e5oEda7HYV http://t.co/D8USYEj9Rj'
3091,"b'Check this out: More than 500,000 people have signed the #RaiseTheWage petition. http://t.co/BOZa2tr2Z5'"
3092,b'RT @WhiteHouse: FACT: The number of uninsured young Americans has dropped by nearly 40% over the past 4 years. #ACAWorks http://t.co/eg1H9M\xe2\x80\xa6'
3093,b'There are many reasons to #GetCovered\xe2\x80\x94here are just a few: http://t.co/nwvsm28S3J'
3094,"b""Let the other side know: Growing the economy and fighting climate change aren't contradictory. http://t.co/lnAGRuz1vo #ActOnClimate"""
3095,"b""It's time to get real about climate change\xe2\x80\x94starting with the @EPA's plan to cut carbon pollution: http://t.co/13KsRw5wgA #ActOnClimate"""
3096,"b""Here's your chance to take a stand against climate change denial: http://t.co/eG5hbDgnV2 #ActOnClimate"""
3097,"b""It's not just workers: According to a new survey, support is high among employers to #RaiseTheWage. http://t.co/0oytm1L3yD"""
3098,b'Your signature is your voice\xe2\x80\x94use it to support raising the minimum wage: http://t.co/lsd1Dvv7CV #RaiseTheWage'
3099,"b'Lew, a business owner in St. Louis, knows that a fair wage is a key part of the American dream. Check out his story: http://t.co/UEDBwWAcpq'"
3100,"b""Have you signed the #RaiseTheWage petition yet? http://t.co/IGzvPvbbiC Say you're ready for America to get a raise."""
3101,b'This is an easy way to show your support for cleaner air: http://t.co/i8xFcynyDk #ActOnClimate'
3102,b'A few facts about the minimum wage you might not know: http://t.co/kURlRu7B20 #RaiseTheWage'
3103,b'ICYMI: Yesterday was an important day for marriage equality. http://t.co/I2cFu0tgIQ #LoveIsLove'
3104,b'How much do you know about the minimum wage? http://t.co/C41r8rPOSk #RaiseTheWage'
3105,b'Step up\xe2\x80\x94show your support for cutting carbon pollution: http://t.co/qnSJrJKMJY #ActOnClimate http://t.co/DuF4lDied1'
3106,"b""Retweet if you're a proud supporter of marriage equality. #LoveIsLove http://t.co/4nrRggtujD"""
3107,b'RT @WhiteHouse: Check out stories from Americans across the country on how raising the minimum wage would help them \xe2\x86\x92 http://t.co/akWsI1nrq\xe2\x80\xa6'
3108,b'These businesses wanted their employees to be fairly compensated. So they took action. #RaiseTheWage http://t.co/CBlpl1LkOl'
3109,b'Add your name to support a raise for 28 million Americans across the country: http://t.co/akoX3vKT49 #RaiseTheWage'
3110,b'The Supreme Court just cleared the path for marriage equality in at least five more states. #LoveIsLove'
3111,b'Happening now: President Obama is speaking at the American Veterans Disabled for Life Memorial dedication. http://t.co/2JlMn4tdZO #AVDLM'
3112,"b""Good news: America's businesses extended the longest streak of private sector job gains on record. http://t.co/Y4Td76Bz9U #ActOnJobs"""
3113,"b'""The folks who keep blocking a minimum wage increase are running out of excuses."" \xe2\x80\x94President Obama http://t.co/rBUpLZzaK8 #RaiseTheWage'"
3114,"b""Watch the weekly address: Although the economy has improved, there's still more to do to help middle class families. http://t.co/XKkQ6l63Di"""
3115,"b""Here's an in-depth look at how our economy has made real progress in the last six years: http://t.co/mZ1I9HSIw6 #AmericaLeads"""
3116,b'See why raising the minimum wage is a good idea for working Americans and their families: http://t.co/QUJKLfu9oy #RaiseTheWage'
3117,"b""There's been great progress over the past 55 months\xe2\x80\x94it's time to #RaiseTheWage to help keep the economy growing. http://t.co/2xqIw7MyC4"""
3118,"b'Progress: The unemployment rate just fell to 5.9%, the lowest rate since July 2008. #ActOnJobs'"
3119,"b'Great news: The U.S. economy added 248,000 jobs in September. http://t.co/fTAAXyfHgG #ActOnJobs'"
3120,"b'Retweet if you believe our economy should grow from the middle out, not the top down. #AmericaLeads http://t.co/XzR28YPIB0'"
3121,"b'""The story of America is a story of progress."" \xe2\x80\x94President Obama #AmericaLeads'"
3122,"b'""It is the American people who have made the progress of the last six years possible."" \xe2\x80\x94President Obama #AmericaLeads'"
3123,"b'""America\xe2\x80\x99s economic greatness has never trickled from the top down\xe2\x80\x94it grows from a rising, thriving middle class."" \xe2\x80\x94President Obama'"
3124,"b'President Obama: While affordable health care might still be a threat to freedom on Fox News, it\xe2\x80\x99s working pretty well in the real world.'"
