,text
637,"b""This is progress\xe2\x80\x94but there's still more work to do to make sure our economy works for everybody. https://t.co/Gm8wvx0Gan"""
638,"b""LIVE: President Obama is speaking in Elkhart, Indiana, highlighting America's economic progress. https://t.co/x8XPvevF8e"""
639,"b'Tune in at 3:25 p.m. ET to watch President Obama speak in Elkhart, Indiana\xe2\x80\x94seven years after his first visit. https://t.co/ams2ipvolb'"
640,"b'""Make the choice to do some good in the world."" Watch Judge Garland speak to high school seniors at his alma mater: https://t.co/lkiWqSFra7'"
641,"b""You don't want to miss out on this opportunity\xe2\x80\x94enter now before tonight's deadline. https://t.co/ZgquwBCiow https://t.co/VpuEcqR86Z"""
642,b'Suit up\xe2\x80\x94enter for a chance to meet President Obama before the deadline. https://t.co/5WQWYBGrAJ https://t.co/I79QxFVYGF'
643,"b""The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: https://t.co/uqAYi3uxrI"""
644,"b""Because some Senate leaders won't do their jobs, the Supreme Court can't fully do its job. #DoYourJob https://t.co/gxXi7wCfg0"""
645,b'Share a laugh with President Obama\xe2\x80\x94enter now for your chance. https://t.co/pZ4bvOtFVx https://t.co/JkBo1fVrJ0'
646,"b'""Today, and every day, let us remember the servicemen and women we have lost."" \xe2\x80\x94President Obama https://t.co/x1lQbyFr2M'"
647,"b'""This Memorial weekend, I hope you\xe2\x80\x99ll join me in acts of remembrance."" \xe2\x80\x94President Obama https://t.co/UxDZMDjMdu'"
648,"b""RT @SCOTUSnom: It's graduation day at Niles West High School! Watch Judge Garland speak live at 1pm ET: https://t.co/ta4ag8A0Ci https://t.c\xe2\x80\xa6"""
649,b'A new survey shows that the overwhelming majority of #Obamacare customers are satisfied with their plans: https://t.co/75eFrBUV0e'
650,b'Join the @OFA Truth Team and help set the record straight on issues you care about: https://t.co/FgwDveu3Ef https://t.co/aCEFVLB0ko'
651,b'Enter now for the chance to get some pointers from the Commander-in-Chief. https://t.co/lGn4BecCBl https://t.co/XODRtQS0UI'
652,b'Stand up for a fair hearing and timely up-or-down vote for Judge Merrick Garland: https://t.co/DpeBdTFt8j'
653,b'Judge Garland:\n\nIndependent mind \xe2\x9c\x93\nHighly qualified \xe2\x9c\x93\nHas had bipartisan support \xe2\x9c\x93\n\nSenate leaders: #DoYourJob https://t.co/r2egTausVA'
654,b'Tell your friends you fist bumped President Obama\xe2\x80\x94enter now for your chance. https://t.co/s86eJjBJ0U https://t.co/zJEelmeIe6'
655,"b""Senate leaders' obstruction of our Supreme Court is completely unprecedented. #DoYourJob https://t.co/PvubG4dFnd"""
656,b'Senate leaders need to stop obstructing our Supreme Court\xe2\x80\x94add your name if you agree: https://t.co/sFaoUFD3eP #DoYourJob'
657,b'Judge Garland was confirmed with bipartisan support in the past. He deserves a fair hearing. #DoYourJob https://t.co/TTcIByTScg'
658,b'Get some face time with President Obama. Enter now for your chance to meet him: https://t.co/rLstH6U5tU https://t.co/wqfAHCk5tN'
659,"b'If you think Senate leaders should do their jobs and fill the #SCOTUS vacancy, add your name now: https://t.co/nNHxp6SyII'"
660,"b""Don't pass this up\xe2\x80\x94enter now: https://t.co/aIOZd4OfIH https://t.co/OgOyee6i4i"""
661,"b'""People want Senate to act on Supreme Court vacancy."" See what editorial boards are saying: https://t.co/qzMRbnjD0N #DoYourJob'"
662,"b""Ever wished you could meet President Obama? Here's your chance. https://t.co/XCeXSFtCYg https://t.co/AeFMTtBdf9"""
663,b'Judge Garland has one of the most impressive resumes of any Supreme Court nominee in recent history. https://t.co/r2egTausVA'
664,"b""You don't want to miss out on this chance. Enter today: https://t.co/rED8cKIqv4 https://t.co/PJoHc0lIGF"""
665,b'Editorial boards to senators: #DoYourJob and fill the Supreme Court vacancy. https://t.co/rJi8Fy57Ii'
666,"b""President Obama did his job, now it's time for the Senate to fulfill its duties\xe2\x80\x94say you agree: https://t.co/JIdKOhTXci #DoYourJob"""
667,"b""On average, it's taken 67 days to confirm Supreme Court nominees since 1975. #DoYourJob https://t.co/ZqE3OngoFy"""
668,"b'""This week my administration took a step to help more workers get the overtime pay they\xe2\x80\x99ve earned."" \xe2\x80\x94President Obama https://t.co/w7ytjIKedL'"
669,"b'In the weekly address, President Obama discusses expanding #overtime for millions of American workers: https://t.co/w7ytjIKedL'"
670,"b""This summer, you and a friend could meet President Obama. Here's how: https://t.co/OZslVlHMI1"""
671,b'Check out editorials from across the country calling on senators to fill the Supreme Court vacancy: https://t.co/4AGEWeXSIM #DoYourJob'
672,b'Editorial boards across the country are telling Senate leaders: #DoYourJob. https://t.co/WUkeoDslbp'
673,"b""Despite Judge Garland's qualifications, some Senate leaders still refuse to give him a hearing\xe2\x80\x94speak out: https://t.co/gls53URSMx"""
674,b'The uninsured rate just hit 9.1 percent\xe2\x80\x94the lowest ever recorded. https://t.co/Ew8ARCuDL2'
675,"b""Don't miss this: https://t.co/NqqvCBukwi https://t.co/0Ud7rIqPa0"""
676,"b'Thanks to the new #overtime rule, millions of hard-working Americans will have more economic security. https://t.co/JHQRJEcsv9'"
677,"b""Stand up for middle-class workers\xe2\x80\x94add your name to support the Obama administration's new #overtime rule: https://t.co/SCLjZFP6aX"""
678,b'Marriage equality? Affordable health care? Or economic progress? Tell him in person: https://t.co/5SqHi0htRp https://t.co/F83AdfUC8H'
679,"b""RT @WhiteHouse: Today we're updating and strengthening #overtime pay rules to make sure millions more Americans are paid fairly. https://t.\xe2\x80\xa6"""
680,"b""Add your name if you support the Obama administration's new #overtime rule that expands protections for millions: https://t.co/9I8WHPmHlT"""
681,b'LIVE: @VP Biden is speaking about the economy at @jenisicecreams headquarters in Ohio. https://t.co/JwIfgPAXfJ'
682,b'This is a big day for millions of middle-class workers. https://t.co/CCzAOOjxda'
683,b'LIVE: Senate Judiciary Democrats are holding a forum on Judge Merrick Garland. https://t.co/tT8pTk5Y54'
684,b'RT @WhiteHouse: BREAKING: @POTUS is taking an important step on #overtime to ensure your work is rewarded \xe2\x86\x92 https://t.co/R78XeeSNq9 https:/\xe2\x80\xa6'
685,"b""Here's your chance: Tell President Obama what you're most thankful for\xe2\x80\x94in person. https://t.co/EoeZNhKrdS https://t.co/lxFIDqbclW"""
686,"b""Judge Garland's former clerks have a lot to say about his record, work-life balance, and more\xe2\x80\x94take a look: https://t.co/eHIgwaid6N"""
687,b'Senate leaders are continuing to obstruct a fair hearing for Judge Garland\xe2\x80\x94help put the pressure on: https://t.co/oCAPRllPZX #DoYourJob'
688,"b""It's time for Senate leaders to put politics aside and fill the Supreme Court vacancy. #DoYourJob https://t.co/UAhLXYqgTN"""
689,b'April was the seventh consecutive month of record-high temperatures. We need to #ActOnClimate. https://t.co/C4ca2VOA0a'
690,b'Think Senate leaders should do their jobs and give Judge Garland a fair hearing? Add your name: https://t.co/lDJoAIBe13 #DoYourJob'
691,"b'LIVE: President Obama is speaking with @BuzzFeed about his #SCOTUS nominee, Judge Merrick Garland. https://t.co/suytYAcF63'"
692,b'RT @BuzzFeed: Tune in this afternoon as @chrisgeidner interviews President Obama live from the White House on FB Live and YouTube! https://\xe2\x80\xa6'
693,b'We need to lead this fight. #ActOnClimate https://t.co/ArdxyYdCiN'
694,b'Change happens because people like you fight to make it happen. https://t.co/Y70kJkcrYH'
695,b'Show your support for continued efforts to tackle climate change: https://t.co/q28Wp3Akb6 #ActOnClimate'
696,b'Read more about the historic new standards in place to reduce methane pollution: https://t.co/8lq704upzr'
697,b'Senate leaders should listen to the American people. #DoYourJob https://t.co/vArMxcZh5W'
698,b'Say you support a fair #SCOTUS nomination process\xe2\x80\x94speak up now: https://t.co/L6HonojsCg'
699,"b""Find out what Judge Merrick Garland's former clerks have to say about his record as a public servant: https://t.co/wT6t9YmV0S"""
700,"b""Editorial boards are speaking up on the #SCOTUS vacancy. Here's what they're saying: https://t.co/HfS2ldyCCh #DoYourJob"""
701,b'Add your name if you support big steps forward in the fight to tackle climate change: https://t.co/pP1RZtBKnT #ActOnClimate'
702,b'The Obama administration just finalized standards to cut methane pollution and improve public health. #ActOnClimate https://t.co/nR2x8UqDM8'
703,"b""We can't afford to have a key part of our democracy understaffed. We need nine justices. #DoYourJob https://t.co/UYkYFLoNr7"""
704,"b""The Senate should give President Obama's Supreme Court nominee a fair hearing and an up-or-down vote. #DoYourJob https://t.co/eMAirFy0KU"""
705,b'Add your voice to the push for a fair Supreme Court nomination process: https://t.co/R3ZglOxc2k #DoYourJob https://t.co/0IEpNmu3X0'
706,"b""Here's where editorial boards across the country stand when it comes to the #SCOTUS vacancy: https://t.co/0LqnmDbFBa #DoYourJob"""
707,b'Senate leaders: #DoYourJob and give Judge Garland the fair hearing he deserves. https://t.co/sg3Zx4vzIM'
708,"b'RT @SCOTUSnom: Like the #SCOTUS nominees before him, Judge Garland filled out a questionnaire for Senators: https://t.co/01zuyMOQT4 https:/\xe2\x80\xa6'"
709,b'Join the hundreds of thousands of people calling on Senate leaders to give Judge Garland a fair hearing: https://t.co/5nEoT9T8KV'
710,b'Judge Garland has impeccable credentials\xe2\x80\x94he deserves a fair hearing from the Senate. #DoYourJob https://t.co/vqtTB1J4hL'
711,b'Add your name if you agree: We need a full Supreme Court bench for a functioning democracy. https://t.co/CApiDJ5Wgh #DoYourJob'
712,"b""Partisan obstructionism shouldn't hold back our Supreme Court. #DoYourJob https://t.co/Q7rRKyWlZc"""
713,b'President Obama has a message for @OFA supporters on the work ahead: https://t.co/2lW82lhIk3'
714,"b'""This Mother\xe2\x80\x99s Day, say thank you. Say, \'I love you.\'"" \xe2\x80\x94President Obama https://t.co/LE1oaV5dr4'"
715,b'Add your name if you think Senate leaders need to stop obstructing our Supreme Court: https://t.co/7vSk8oDw6i #DoYourJob'
716,"b'RT @WhiteHouse: \xe2\x80\x9cThe economy has been growing, unemployment has been falling, and wages have been rising\xe2\x80\x9d \xe2\x80\x94@POTUS https://t.co/hlZI0T2HE2'"
717,"b""74 consecutive months\xe2\x80\x94more than six years\xe2\x80\x94of private-sector job growth. Let's keep up the progress. https://t.co/igXXN83jCy"""
718,b'LIVE: President Obama is speaking about the economy and new steps to strengthen financial transparency. https://t.co/Qem7LCIZVz'
719,"b'The economy added 160,000 jobs in April\xe2\x80\x94a record-breaking 74 months of private-sector job growth.'"
720,"b""President Obama just granted clemency to 58 men and women who've earned a second chance: https://t.co/TRIAGYd9Pk #FixTheSystem"""
721,b'Say that Senate leaders should stop hiding behind excuses and give Judge Garland a fair hearing: https://t.co/mhCz1oKSyn #DoYourJob'
722,"b""Check out President Obama's latest message to @OFA supporters and volunteers: https://t.co/DpKpYudQFa"""
723,"b'RT @WhiteHouse: ""A young girl shouldn\'t have to go to Washington to be heard."" \xe2\x80\x94@POTUS on 8-year-old Mari: https://t.co/fKPGpHwvCa https://\xe2\x80\xa6'"
724,"b'President Obama: When American workers and businesses compete on a level playing field, no one can beat us. https://t.co/RBHapsYhqp'"
725,"b'LIVE: President Obama is speaking at Northwestern High School in Flint, Michigan. https://t.co/hg4ZAhZZId'"
726,b'Retweet if you agree. #DoYourJob https://t.co/WjTM07LRL4'
727,b'Make your voice heard on a fair #SCOTUS nomination process\xe2\x80\x94add your name today: https://t.co/kHWdaefQAP #DoYourJob'
728,b'LIVE: President Obama honors the 2016 National Teacher of the Year. https://t.co/mWxAZq5RKm'
729,b'Good climate change policy and good economic policy can go hand in hand. #ActOnClimate https://t.co/MEDMB870SP'
730,"b""American workers deserve a trade agreement that works for them. Check out President Obama's op-ed on #TPP: https://t.co/exMvIGmk2H"""
731,b'The United States just hit one million solar installations\xe2\x80\x94enough to power 5.5 million homes. #MillionSolarStrong'
732,"b""Say you're one of the majority of Americans who want Senate leaders to give Judge Garland a fair hearing. https://t.co/Vq2kN3WWlq #DoYourJob"""
733,b'Building a clean energy economy is a great way to #ActOnClimate for people across the country. https://t.co/xfdVKh3Zhy'
734,b'Read what editorial boards across the country have to say about the #SCOTUS vacancy: https://t.co/xFqioAHA3l'
735,"b""It's unacceptable for obstructionists in the Senate to play political games with the Supreme Court. Say you agree: https://t.co/ORb8MTAeAt"""
736,"b'""And with that, I just have two more words to say\xe2\x80\x94Obama out."" \xe2\x80\x94President Obama at the #WHCD\n\nDon\'t miss this: https://t.co/T4YNBb30zJ'"
737,"b'Watch ""Couch Commander"" President Obama at last night\'s #WHCD: https://t.co/MF3iohymbP'"
738,b'LIVE: President Obama is speaking at the #WHCD. https://t.co/U8C7OEGjEC'
739,"b'Tune in at 8:00 p.m. ET to watch ""Comedian-in-Chief"" President Obama at the #WHCD: https://t.co/JePbRDQkgG'"
740,"b'""Poll after poll shows a majority of Americans think Senate Republicans should do their job."" \xe2\x80\x94President Obama https://t.co/L7wi8kiFj4'"
741,"b'In the weekly address, President Obama has a simple message for Senate Republicans: #DoYourJob. https://t.co/Vj0BuPXlKM'"
742,b'Senate leaders need to do their jobs and fill the #SCOTUS vacancy. #DoYourJob https://t.co/ZGcyGEv2CS'
743,b'Clean air makes for healthier and safer communities. #ActOnClimate https://t.co/uuPdv41v0u'
744,b'Hundreds of thousands of Americans are calling on Senate leaders to fill the #SCOTUS vacancy\xe2\x80\x94join them: https://t.co/9LwydN9bmk'
745,"b""It's been more than 40 days since Judge Garland was nominated. Senate leaders: #DoYourJob. https://t.co/RUBRebSJhZ"""
746,"b""Don't let climate change deniers jeopardize the progress we've made toward a safer, healthier future. Call them out: https://t.co/GV1Stqvdoq"""
747,b'Fighting climate change will save Americans money at the gas pump. #ActOnClimate https://t.co/ePl93jLYTU'
748,b'Add your name if you support global efforts to tackle climate change: https://t.co/IQJzH7sb2C'
749,b'Watch Professor Obama take obstructionists in the Senate back to school with #SCOTUS 101. #DoYourJob https://t.co/GaN9kDsQIp'
750,"b'For the health of our children and grandchildren, we have to #ActOnClimate. https://t.co/pJz7ODyr3p'"
751,b'The Senate should uphold its constitutional duty and give Judge Garland a fair hearing. Add your name if you agree: https://t.co/JmvJa0rHns'
752,b'Watch: Professor Obama has a #SCOTUS lesson for obstructionists in the Senate. #DoYourJob https://t.co/CtFP33X8Lv'
753,"b'""Not to let the Constitution function is totally irresponsible and it\'s never happened like this before."" \xe2\x80\x94@VP https://t.co/y6FXMAEzzd'"
754,"b""Don't let climate change deniers derail progress\xe2\x80\x94show your support for bold action on climate change: https://t.co/ZeUmitNSUb #ActOnClimate"""
755,b'The fight to tackle climate change took a big step on Friday with hundreds of countries signing the #ParisAgreement. https://t.co/gk7BWRRBqA'
756,b'ICYMI: The U.S. and more than 170 other nations just signed the #ParisAgreement\xe2\x80\x94the first ever global climate deal. https://t.co/Jlg4q4piDu'
757,b'We all play a part in helping to stop gun violence. Do your part\xe2\x80\x94#WearOrange on June 2. https://t.co/IUguOJg2Zk'
758,"b""We're already seeing the effects of climate change. Denial is unacceptable. #ActOnClimate https://t.co/k3sphu7KgC"""
759,b'Show your support for bold moves to combat climate change\xe2\x80\x94add your name: https://t.co/Wof6TIp08t #ActOnClimate'
760,b'Carbon pollution is the biggest contributor to climate change\xe2\x80\x94and President Obama is taking it head on. https://t.co/lZlIAyD9UV'
761,"b'""We have criminal justice policies, including unfair sentencing laws, that need to be reformed."" \xe2\x80\x94President Obama https://t.co/ovSB7lu9Kl'"
762,"b'In the weekly address, President Obama talks about his efforts to improve our criminal justice system. https://t.co/7jF32GGJ3c #FixTheSystem'"
763,"b'""From our family to yours, chag sameach."" \xe2\x80\x94President Obama #Passover'"
764,b'Happy #EarthDay. https://t.co/grX8lqPkKI'
765,b'RT @VancityReynolds: Huge day for our Great Green Spinning Chunk of Awesome. Thank you world leaders for taking #ClimateAction. https://t.c\xe2\x80\xa6'
766,"b""We can tackle climate change\xe2\x80\x94but it's going to take all of us working together. #ActOnClimate https://t.co/LEvJFzebLA"""
767,b'RT @Interior: Healthy parks = Healthy planet \xf0\x9f\x8c\x8e\n#EarthDay #ActOnClimate https://t.co/dw4xmiaDZY'
768,b'Bold action on climate change matters. #ActOnClimate https://t.co/fzKtmRyFCQ'
769,"b""Say you'll stand up for bold action to fight climate change: https://t.co/fU0rSHhQT1 #ActOnClimate"""
770,"b'RT @WhiteHouse: \xe2\x80\x9cToday, on #EarthDay, our governments, along with about 170 others, are in New York to sign that agreement.\xe2\x80\x9d \xe2\x80\x94@POTUS https:\xe2\x80\xa6'"
771,b'The Paris Agreement is a big deal. #ActOnClimate https://t.co/j75MzQKH0V'
772,b'RT @OFA: President Obama is protecting our lands and waters for future generations. #NationalParkWeek https://t.co/4361K1TEeg'
773,"b'""\'A strong spirit transcends rules,\' Prince once said\xe2\x80\x94and nobody\'s spirit was stronger, bolder, or more creative."" \xe2\x80\x94President Obama'"
774,b'President Obama is investing in a more sustainable future. #ActOnClimate https://t.co/MbDFRg0QcP'
775,"b""RT @WhiteHouse: .@VP breaks down why it's time for the Senate Republicans to give the President's @SCOTUSnom a hearing. #DoYourJob  https:/\xe2\x80\xa6"""
776,"b""We can't let climate change deniers derail progress\xe2\x80\x94say you stand for bold action: https://t.co/965Ps8qIfC #ActOnClimate"""
777,b'Continuing to invest in clean energy like solar power is critical in the fight to #ActOnClimate. https://t.co/wvIKlRDDOD'
778,"b'Last year, wind energy generated enough electricity to power 17.5 million homes: https://t.co/RBMQxG7Pes #ActOnClimate'"
779,b'Add your name to support bold action to combat climate change: https://t.co/b1d4PFfxyY #ActOnClimate'
780,"b""Climate change is real\xe2\x80\x94and it's devastating communities across the country. We have #ActOnClimate now. https://t.co/RD8EC74QXZ"""
781,"b""The wind energy industry keeps growing\xe2\x80\x94here's the latest on its record-setting year: https://t.co/hf4vFdL0ze #ActOnClimate"""
782,b'Stand up today for a fair Supreme Court nomination process: https://t.co/ZNdQVurk9h #DoYourJob'
783,b'Happy National Park Week. Go #FindYourPark today. https://t.co/B00kPjS35Q https://t.co/uTNnDkSw6O'
784,"b""President Obama's #ImmigrationAction could have a big economic impact. https://t.co/ss6UaGH8C3"""
785,b'Last month continued the streak of record-breaking global temperatures. https://t.co/HQk5xSCCkV #ActOnClimate'
786,b'This is unprecedented. #DoYourJob https://t.co/bAo3uLvDtT'
787,b'Show your support for a fair hearing and timely up-or-down vote for Judge Merrick Garland: https://t.co/o4vCIrG0HX #DoYourJob'
788,"b""Editorial boards are making their voices heard on the #SCOTUS nomination process. See what they're saying: https://t.co/1teSLORDsG"""
789,b'Add your name if you think the Senate should give Judge Garland fair consideration: https://t.co/mlzf0SeE8t https://t.co/JjJMIwiEbF'
790,"b""See what editorial boards are saying about Senate leaders' refusal to give Judge Garland a fair hearing: https://t.co/FETn702lVz"""
791,b'This kind of Senate obstructionism is completely unprecedented. #DoYourJob https://t.co/gPazJAImPi'
792,b'Climate change means wildfires are now a continual threat in some parts of the country: https://t.co/uR7S3onk4T #ActOnClimate'
793,b'RT @WhiteHouse: .@POTUS highlights a few of the young innovators at the #WHScienceFair: https://t.co/zebPBWO67z https://t.co/lA6FZFUYsk'
794,b'LIVE: President Obama is delivering remarks at the #WHScienceFair. https://t.co/b01pncM9iY'
795,b'Tune in at 2:50 p.m. ET to watch President Obama speak at the #WHScienceFair: https://t.co/HRBcwVcXv4'
796,b'Judge Garland is highly qualified for the Supreme Court\xe2\x80\x94he deserves a hearing. https://t.co/P4g3JSQYem #DoYourJob https://t.co/6D9Adjikoz'
797,b'Read why having nine Supreme Court justices is critical for our judicial system: https://t.co/2M6XYgYlK3 #DoYourJob'
798,"b""It's time. #EqualPayDay https://t.co/VpcBDOHABW"""
799,"b'""Improving gender equality would add at least $2.1 trillion to U.S. gross domestic product by 2025."" https://t.co/YHZW8QPEpR #EqualPayDay'"
800,b'Retweet if you agree. #EqualPayDay https://t.co/tOZuPJJsX5'
801,b'Stand up for equal pay\xe2\x80\x94add your name now: https://t.co/X3NldyL4LJ #EqualPayDay'
802,"b'""I\'m here to say we will close the wage gap."" \xe2\x80\x94President Obama #EqualPayDay https://t.co/NqmuWFRJHO'"
803,"b""LIVE: President Obama is speaking about women's equality on #EqualPayDay. https://t.co/aulLEiX9Je"""
804,"b""Tune in at 11:25 a.m. ET to watch as President Obama designates a new national monument honoring women's equality: https://t.co/dP0wa1U6bc"""
805,"b'RT @WhiteHouse: On #EqualPayDay, @POTUS will designate a new national monument honoring women\xe2\x80\x99s equality: https://t.co/smysRM3uDq https://t\xe2\x80\xa6'"
806,b'Side by side. #NationalPetDay https://t.co/nvursfUJqE'
807,"b'RT @SCOTUSnom: ICYMI: @POTUS discusses what his hope is in the Senate regarding his nominee, Judge Garland. \n\n(Hint: #DoYourJob) https://t.\xe2\x80\xa6'"
808,b'We cannot let political gridlock and dysfunction spread to our Supreme Court. https://t.co/ieJPV45nK5'
809,"b""It's time for the United States to #LeadOnLeave\xe2\x80\x94show your support if you agree: https://t.co/XtTmJH00Y9"""
810,"b""Retweet if you believe it's time for the United States to #LeadOnLeave. https://t.co/8jsAkBBqzx"""
811,b'Speak up for a fair hearing for Judge Merrick Garland: https://t.co/Tf8yVdukBx #DoYourJob'
812,b'This is unprecedented. #DoYourJob https://t.co/kMdn564dCW'
813,"b""Add a comment if you agree: American workers shouldn't have to choose between their health and a paycheck. https://t.co/AbSVkV1sEr"""
814,b'Working families in America should have the basic security of paid sick leave. #LeadOnLeave https://t.co/0jxbEnUUJg'
815,"b'If you think Judge Merrick Garland deserves a fair hearing and an up-or-down vote, add your name: https://t.co/EDECatQHmj #DoYourJob'"
816,"b'RT @SCOTUSnom: ""Why is it so hard for this guy to get a hearing and a vote?"" \xe2\x80\x94@POTUS on GOP obstruction of #SCOTUS nom. #DoYourJob https://\xe2\x80\xa6'"
817,b'LIVE: The President is at @UChicagoLaw discussing why Judge Garland deserves a fair hearing and an up-or-down vote. https://t.co/OKb612WkWb'
818,b'Tune in at 3:30 p.m. ET to watch President Obama speak about the #SCOTUS nomination process at @UChicagoLaw: https://t.co/hMSxVb9hpA'
819,b'Read what a former @UChicagoLaw student learned from Professor Obama: https://t.co/fubKEiPum1 https://t.co/9DrfKTYIAS'
820,b'Show your support for the proposal to expand paid sick leave\xe2\x80\x94add a comment today: https://t.co/3zFKbN3E0v #LeadOnLeave'
821,"b""The U.S. is the only advanced nation that doesn't guarantee paid sick leave\xe2\x80\x94it's time to change that. #LeadOnLeave https://t.co/LoUwswnXLg"""
822,b'The Senate has more than enough time to give Judge Garland a fair up-or-down vote. #DoYourJob https://t.co/ybHNMwMWLm'
823,b'RT @SmlBizMajority: Obama\xe2\x80\x99s National Monuments Have Been An Economic Boon For Local Economies https://t.co/VDPBXBSMJR via @climateprogress'
824,b'Add your voice to the thousands calling on Senate leaders to give Judge Merrick Garland a fair hearing: https://t.co/RPAVha9eW9 #DoYourJob'
825,"b""RT @FactsOnClimate: It's #PublicHealthWeek. Stay informed about how climate change could impact your health \xe2\x86\x92 https://t.co/sFXGtphj42 https\xe2\x80\xa6"""
826,"b""If we don't #ActOnClimate now, the sea level could rise by more than six feet by the end of the century: https://t.co/xDvYsS3aYA"""
827,b'Clean energy currently employs 2.5 million people in the United States. Check it out: https://t.co/ToV5ZYc5kI #ActOnClimate'
828,b'Ten million workers in California and New York now have better economic security: https://t.co/ivMeLnflQI #RaiseTheWage'
829,"b'RT @WhiteHouse: ""We should keep building an economy where everybody has a fair shot, and everybody plays by the same rules."" \xe2\x80\x94@POTUS https:\xe2\x80\xa6'"
830,b'LIVE: President Obama is delivering a statement on the economy. https://t.co/7u5ZLGAoK4'
831,b'Tune in at 12:15 p.m. ET to watch President Obama deliver a statement about the economy: https://t.co/yOJQ9yCJJ9'
832,"b'""Supreme Court struggles with just eight justices."" https://t.co/ql8DEPqrIg #DoYourJob'"
833,"b""An overwhelming majority of Americans want a fair #SCOTUS nomination process\xe2\x80\x94add your name if you're one of them: https://t.co/rC9AMKaQVm"""
834,b'Judge Merrick Garland received bipartisan support in the past. Today should be no different. #DoYourJob https://t.co/4S4E2x8RZk'
835,b'Stay informed and get the facts with the @OFA Truth Team: https://t.co/3GuF7OCxdC https://t.co/ypohneIQcS'
836,"b'Our economy is making real progress, but we have to keep fighting to make sure that it works for everybody. https://t.co/i10j4c9dTo'"
837,"b'""Another encouraging jobs report,"" as the longest streak of private-sector job growth on record continues. https://t.co/SfwVx1mkwu'"
838,"b""The United States of America has the strongest, most durable economy in the world\xe2\x80\x94and it's getting better. https://t.co/mCyYWccvf5"""
839,"b'The economy added 215,000 jobs in March\xe2\x80\x94a record-breaking 73 months of private-sector job growth.'"
840,b'This is it\xe2\x80\x94your last chance to win a free trip to Chicago to meet James Taylor: https://t.co/ryoo6ZGLdo https://t.co/y8BYvl0HIb'
841,b'DEADLINE: Chip in to support this grassroots movement before midnight tonight. https://t.co/1jc6aDshbl https://t.co/DJDHZQMMWn'
842,"b""You've got a friend that wants to meet James Taylor? Enter today and you could both be heading to Chicago: https://t.co/pXfBEQYcES"""
843,b'Marriage equality. \nObamacare. \nA global climate agreement. \nPush for more progress: https://t.co/aT3bWC5EjY https://t.co/OFqJ3OUjoM'
844,b'Get weekly updates on everything from the #SCOTUS nomination process to climate change: https://t.co/mqDVfWXVbZ https://t.co/Ms5hVDn8se'
845,b'Calling all supporters\xe2\x80\x94the fundraising deadline is here. Do your part to chip in: https://t.co/mRBj02GezI https://t.co/md6ajk1oki'
846,"b""Enjoy the tunes of James Taylor in Chicago this summer\xe2\x80\x94enter before tomorrow's deadline: https://t.co/Uid4X7idZA https://t.co/hhhBdEhfzq"""
847,"b""Time's almost up. Pitch in before the deadline: https://t.co/T5y1mvq8Zu https://t.co/lKZxwjirge"""
848,b'Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: https://t.co/WBgbg7zLPR #DoYourJob https://t.co/uequq6N7pl'
849,b'Make a play before the big fundraising deadline tomorrow\xe2\x80\x94pitch in now: https://t.co/1AnNryV2ls https://t.co/fDbZmlBGGz'
850,b'A free flight to Chicago.\nA free hotel room.\nTickets to see the legendary James Taylor.\nEnter now: https://t.co/2frBiqy0q5'
851,b'Start your engines\xe2\x80\x94the big fundraising deadline is coming up. Chip in: https://t.co/bWWIWl8vWU https://t.co/v7tSjLAct9'
852,"b""Ever met a music legend? Here's your chance\xe2\x80\x94meet James Taylor in Chicago this summer: https://t.co/6QAeg2ZqxX https://t.co/Q0EyXlAXA4"""
853,b'Judge Merrick Garland deserves fair consideration from the Senate: https://t.co/kaCTVBclmh #DoYourJob https://t.co/IljdAUY3qB'
854,"b""Read President Obama's op-ed on why Judge Merrick Garland deserves a Senate hearing: https://t.co/1ZPiOzQszv #DoYourJob"""
855,b'RT @VP: We all have to do our job -- including the U.S. Senate.\nhttps://t.co/P2sRPodYoZ'
856,b'Judge Garland deserves a fair hearing. https://t.co/SZPqoMUI5t'
857,b'Add your name for a chance to see James Taylor perform live in Chicago this summer: https://t.co/3Iz7oEkTzq https://t.co/EhvQXqDcmI'
858,b'LIVE: President Obama and @FLOTUS are participating in the annual White House #EasterEggRoll. https://t.co/VM9ImySkCQ'
859,"b'RT @WhiteHouse: Watch how one of our oldest traditions, the White House #EasterEggRoll, has evolved over the past 138 years. https://t.co/2\xe2\x80\xa6'"
860,"b'""We wish all who celebrate a blessed and joyful Easter."" \xe2\x80\x94President Obama https://t.co/sSls4YLCYe'"
861,"b'""Michelle and I join our fellow Christians in observing Good Friday and celebrating Easter this weekend."" \xe2\x80\x94President Obama #GoodFriday'"
862,b'Follow @WeNeedNine for updates on the fight to fill the Supreme Court vacancy. #FF'
863,"b'RT @OFA: When the @VP was Chairman of the Senate Judiciary Committee, every single #SCOTUS nominee got a hearing and a vote. https://t.co/J\xe2\x80\xa6'"
864,b'Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: https://t.co/U8LouSCMJl #DoYourJob https://t.co/3hWl3k4gla'
865,"b""Judge Garland is a highly qualified nominee to fill the #SCOTUS vacancy. Senators, it's time to #DoYourJob. https://t.co/6V9uT2j7GK"""
