id,created_at,text 
704162086889394176,2016-02-29 04:31:38,"b'RT @VPLive: ""They. Did. Nothing. Wrong."" -@VP at #Oscars #ItsOnUs'"
703356080932286464,2016-02-26 23:08:52,"b'Thanks to the #RecoveryAct, clean energy investments have created hundreds of thousands of jobs. https://t.co/U82fX6P2nB'"
703338952967598080,2016-02-26 22:00:48,"b""Our economy has come a long way, but there's more work to do\xe2\x80\x94say you support common-sense economic policies: https://t.co/UzcGjwykjs"""
703322414181036032,2016-02-26 20:55:05,"b""Seven years ago, our economy was shedding nearly 800,000 jobs a day. We've come a long way. https://t.co/ueSHbf52YE"""
703299811991138304,2016-02-26 19:25:16,b'Our economy has added 14 million jobs over the longest streak of private-sector job growth on record. https://t.co/FwScd1Soxi'
703290100914860032,2016-02-26 18:46:41,b'LIVE: President Obama is highlighting the progress of the American economy. https://t.co/7noFkjk0F8'
703288404113383424,2016-02-26 18:39:56,"b""RT @ENERGY: It's been 7 years since @POTUS signed the #RecoveryAct. See how it shaped our #CleanEnergy future. #ActOnClimate\nhttps://t.co/R\xe2\x80\xa6"""
703277403557105664,2016-02-26 17:56:13,"b""Tune in at 1:55 p.m. ET to see President Obama speak about the economic progress we've made since the #RecoveryAct. https://t.co/Ve3DprDXKH"""
703260160496521216,2016-02-26 16:47:42,b'Tell the Senate: Stop playing games with our Supreme Court. https://t.co/2vkSnL2KWC #DoYourJob'
703022274056744960,2016-02-26 01:02:26,"b""The Senate should fulfill its constitutional duty and fairly consider the President's nominee. #DoYourJob https://t.co/AXpbOQ1bxD"""
702975142058536960,2016-02-25 21:55:09,b'Add your name if you agree: Failing to fill the Supreme Court vacancy for over a year is unacceptable. https://t.co/uDxtenkam5 #DoYourJob'
702936121659920384,2016-02-25 19:20:05,"b""Retweet if you agree that we can't afford to play political games over the Supreme Court vacancy. #DoYourJob https://t.co/NE380YtV41"""
702896429765783552,2016-02-25 16:42:22,"b'The solar industry hit record growth last year, surpassing natural gas installations for the first time: https://t.co/9M4rqbVGCC'"
702628219724419073,2016-02-24 22:56:36,b'RT @WhiteHouse: .@POTUS nominates the first woman and first African-American to be Librarian of Congress: https://t.co/5zQhYVj74j\nhttps://t\xe2\x80\xa6'
702572317671444480,2016-02-24 19:14:28,b'This kind of obstruction is unprecedented. Tell Senate leaders: #DoYourJob https://t.co/IZgCuoWE4O'
702551138525052931,2016-02-24 17:50:18,"b""Sign @OFA's petition to let the Senate know you demand a fair Supreme Court nomination process: https://t.co/PlX9s74RIs"""
702504926287679488,2016-02-24 14:46:40,"b""President Obama on his constitutional responsibility and the qualities he's looking for in his #SCOTUS nominee: https://t.co/CFDl6l1hhC"""
702266562472841216,2016-02-23 22:59:30,"b""Refusing to even consider the President's Supreme Court nominee is unprecedented. Tell the Senate: #DoYourJob. https://t.co/kSrKv5e3Ae"""
702199514447245312,2016-02-23 18:33:05,"b""With more than 300 days left in President Obama's term, the Senate has no excuse to delay. #DoYourJob https://t.co/ultmGstueA"""
702180980807741440,2016-02-23 17:19:26,b'Be part of the team debunking myths with facts\xe2\x80\x94join the @OFA Truth Team: https://t.co/6z9PgSYuSk https://t.co/51zJn9N8qa'
702153879056584704,2016-02-23 15:31:44,b'LIVE: President Obama is delivering a statement from the Roosevelt Room. https://t.co/8yT6ov8klS'
701904010870026240,2016-02-22 22:58:51,b'A fair judicial nomination process is important for a functioning democracy\xe2\x80\x94read more: https://t.co/C7DSRLXgTV'
701858425647411200,2016-02-22 19:57:43,"b""Speak up for a fair nomination process and a timely vote by the Senate\xe2\x80\x94sign @OFA's petition: https://t.co/HlQMqNYhVr #DoYourJob"""
701837025821925376,2016-02-22 18:32:41,b'The Senate should not play political games with our Supreme Court. https://t.co/RoNN4vaw0a'
701816332346531840,2016-02-22 17:10:27,"b'""The Senate also has a constitutional duty: to consider presidential nominees expeditiously."" https://t.co/mnL8KCDwe5 (h/t @latimes)'"
701479226298466306,2016-02-21 18:50:55,b'Add your name to let the Senate know: The Supreme Court is too important to be held hostage by partisan politics. https://t.co/jPIEbRS7ig'
701143863528988672,2016-02-20 20:38:18,"b""RT @TIME: Here's why everyone is sharing pictures of #ObamaAndKids https://t.co/LdXz49BBg7"""
700772130934272000,2016-02-19 20:01:10,b'Gain the skills you need to turn a desire for change into impact\xe2\x80\x94apply to be an @OFA fellow today: https://t.co/q4t5Da7uyW'
700729836793262080,2016-02-19 17:13:06,b'The impact of climate change in one GIF: https://t.co/tsQOp3cIVn #ActOnClimate'
700413841239203840,2016-02-18 20:17:27,"b'The longest streak of private-sector job growth, 4.9% unemployment rate\xe2\x80\x94middle-class economics is working. https://t.co/jWIZ0IZwL1'"
700386938709110784,2016-02-18 18:30:33,"b""It's official: January 2016 was the most abnormally warm month on record. https://t.co/nAGoY6DXuB #ActOnClimate"""
700367551268675584,2016-02-18 17:13:31,"b'RT @WhiteHouse: ""For the third time as President, I get to say: Give it up for the Stanley Cup champs \xe2\x80\x93 my hometown Chicago Blackhawks!"" \xe2\x80\x94@\xe2\x80\xa6'"
700083059236835328,2016-02-17 22:23:02,"b'Read what @VP Biden has to say about our economic comeback, thanks in part to the Recovery Act: https://t.co/mKwr9m3608'"
700047508177727488,2016-02-17 20:01:46,"b'In the past seven years, our economy has made real progress. https://t.co/D1XXOQVPCT'"
700014739938643968,2016-02-17 17:51:34,"b""RT @WhiteHouse: Watch @POTUS explain why there's more than enough time for the Senate to consider a #SCOTUS nominee he presents. https://t.\xe2\x80\xa6"""
699420308206456833,2016-02-16 02:29:30,b'RT @WhiteHouse: Shoutout to @KendrickLamar and all the artists at the #Grammys working to build a brighter future. #MyBrothersKeeper https:\xe2\x80\xa6'
698990028282839040,2016-02-14 21:59:44,"b'This #Valentines Day, speak up for equality: https://t.co/WAuwEmxUhm #LoveIsLove'"
698957195971424256,2016-02-14 19:49:16,"b'No matter who you are or whom you love, celebrate #Valentines Day with pride. #LoveIsLove https://t.co/btFuHnIEfV'"
698619449134477312,2016-02-13 21:27:11,b'Stand against discrimination\xe2\x80\x94join the fight for equality. https://t.co/ZUDqZ6fbQM #LoveIsLove'
698530104385736704,2016-02-13 15:32:09,b'Retweet if you believe #LoveIsLove. https://t.co/ssMsbWMcXE'
698279640570286080,2016-02-12 22:56:54,"b""Watch President Obama thank @TheEllenShow for all she's done for the LGBT community: https://t.co/Und55Vdlxy #LoveIsLove"""
698250864910176257,2016-02-12 21:02:33,"b""Read President Obama's thoughts on climate change, technology, and #WomenInSTEM: https://t.co/VRyX8cxFEk https://t.co/IrcnE2T88M"""
698225135925469190,2016-02-12 19:20:19,"b'Thanks to President Obama, future generations will still be able to explore\xe2\x80\x94from sea to shining sea. #FindYourPark https://t.co/Zt1U8dF3vW'"
698194218305458176,2016-02-12 17:17:28,"b""President Obama has protected more land and water than any of his predecessors\xe2\x80\x94and he's not done yet: https://t.co/KEZZOHgyij #FindYourPark"""
698168590134947840,2016-02-12 15:35:37,b'RT @WhiteHouse: Big news: @POTUS just protected 1.8 million acres of public lands in CA \xe2\x86\x92 https://t.co/jnLF7pHein #FindYourPark https://t.c\xe2\x80\xa6'
697945797896196096,2016-02-12 00:50:20,"b'RT @TheEllenShow: .@BarackObama was here in 2007, and tomorrow he\xe2\x80\x99s barack. I mean back. #TBT @POTUS\nhttps://t.co/LKU0eS0GXF'"
697898468103188480,2016-02-11 21:42:15,"b""Marriage equality may be the law of the land, but there's more work to do to end discrimination. Join the fight: https://t.co/DlDQ35K8o6"""
697874470204108800,2016-02-11 20:06:54,b'Show what you believe\xe2\x80\x94get the #LoveIsLove tee. https://t.co/4uqGPAt4TZ https://t.co/FxaPN3Z36l'
697848892377837568,2016-02-11 18:25:16,"b""Celebrate this Valentine's Day with pride, and no matter who you love, commit to ending discrimination. #LoveIsLove https://t.co/mn6BZWEe1y"""
697829799344013313,2016-02-11 17:09:23,"b'""The fact is we\xe2\x80\x99ve gotten a heck of a lot done these past seven years, despite the gridlock."" \xe2\x80\x94President Obama https://t.co/hrw7PNSEX1'"
697524769621733376,2016-02-10 20:57:19,"b'LIVE: President Obama is speaking in Springfield, Illinois. https://t.co/FZPraej5FL'"
697503196944662528,2016-02-10 19:31:35,"b'Tune in at 4:25 p.m. ET to watch President Obama speak to supporters in Springfield, Illinois: https://t.co/mE04l0NorZ'"
697475643274096640,2016-02-10 17:42:06,b'Join the @OFA Truth Team and spread the facts on issues that matter: https://t.co/4EOm2PAXq0 https://t.co/19qvZpVawl'
697186289792249856,2016-02-09 22:32:19,b'Say cheese. #NationalPizzaDay https://t.co/cqNblFDAta'
697166031945469952,2016-02-09 21:11:49,"b""RT @WhiteHouse: .@POTUS's final budget continues the fight to #ActOnClimate for future generations: https://t.co/KfMWpJVsTW https://t.co/If\xe2\x80\xa6"""
697136216857305088,2016-02-09 19:13:20,b'An increase in solar jobs is good for our economy and our environment. #ActOnClimate https://t.co/g22J3tMhVp'
697097128275890177,2016-02-09 16:38:01,b'Good news: 2015 was another great year for clean energy growth. https://t.co/IoCSX8ybwm #ActOnClimate'
696815831334846465,2016-02-08 22:00:15,"b'RT @CBSThisMorning: WATCH: @POTUS and @FLOTUS play @GayleKing\'s game ""I love it when..."" during LIVE interview ahead of #SB50 on @CBS!\nhttp\xe2\x80\xa6'"
696788613120397312,2016-02-08 20:12:05,b'Criminal justice reform is overdue. Speak up for fairness\xe2\x80\x94add your name: https://t.co/A1b1B574uJ #FixTheSystem'
696763039823982592,2016-02-08 18:30:28,b'We need to #FixTheSystem. https://t.co/hXk84oRzMQ'
696733061661085696,2016-02-08 16:31:21,"b""Health care marketplace enrollment numbers are in, and it's good news. Take a look: https://t.co/dfmjlkF6Mz #Obamacare"""
696016525065584641,2016-02-06 17:04:05,"b'""The budget I will send to Congress this Tuesday will double funding for clean energy research."" \xe2\x80\x94President Obama https://t.co/Af3mGt8i15'"
696001471389650944,2016-02-06 16:04:16,"b'In the weekly address, President Obama discusses how the private-sector is helping in the fight to #ActOnClimate: https://t.co/aDoLLR6Btl'"
695741042776281088,2016-02-05 22:49:25,"b""Last year was the second-best year for job creation since the late 1990s\xe2\x80\x94but there's more work to do. https://t.co/Ogiw7piGBf"""
695720523150585857,2016-02-05 21:27:53,b'The economy continues a record-breaking streak of 71 straight months of private-sector job growth. Read more: https://t.co/m8n78oUWXI'
695687797919911937,2016-02-05 19:17:50,"b'RT @WhiteHouse: ""We\'ve recovered from the worst economic crisis since the 1930s."" \xe2\x80\x94@POTUS: https://t.co/oAm205Zui1 https://t.co/sdy9UTqLXi'"
695661275599208449,2016-02-05 17:32:27,b'LIVE: President Obama is delivering a statement on the economy. https://t.co/aTTvy2tJ7l'
695646904579796992,2016-02-05 16:35:21,b'Middle-class economics is working. https://t.co/zpPv4MAvcd'
695388212798173184,2016-02-04 23:27:24,b'RT @WhiteHouse: BREAKING: Nearly 13 million Americans have signed up for private health coverage thanks to the Affordable Care Act. https:/\xe2\x80\xa6'
695382806323548161,2016-02-04 23:05:55,"b'RT @funnyordie: Dennis Quaid &amp; Amanda Peet reveal the one thing more popular in America than Taylor Swift, dogs, and football.\nhttps://t.co\xe2\x80\xa6'"
695360105940852736,2016-02-04 21:35:43,"b'Stand up for a smarter, fairer criminal justice system\xe2\x80\x94add your name now: https://t.co/Pf4n6oKmep #FixTheSystem'"
695320850178781184,2016-02-04 18:59:43,"b""It's time to #FixTheSystem. https://t.co/XeiehW2uwA"""
695291582468075520,2016-02-04 17:03:25,"b""Check out President Obama's message to @OFA supporters on the importance of keeping up the fight for progress: https://t.co/i8QOuIqdnS"""
694998549872791553,2016-02-03 21:39:01,"b'Everyone has to pitch in to #StopGunViolence, including the private sector. Check out what @Facebook just did. https://t.co/HkItN7vgXT'"
694968153000914950,2016-02-03 19:38:14,"b""Progress is not inevitable\xe2\x80\x94it depends on hard work. Say you'll fight for it: https://t.co/rOxOANt7PM https://t.co/EodCkOME1i"""
694944619826511872,2016-02-03 18:04:43,b'LIVE: President Obama is speaking in Baltimore. https://t.co/ixuvqhb0Vr'
694654631771766784,2016-02-02 22:52:24,"b'More than 60 attempts later, and Congress is still wasting time and money trying to repeal or dismantle #Obamacare. https://t.co/VKIifwW9av'"
694626078346706944,2016-02-02 20:58:57,b'RT @WhiteHouse: Good news: U.S. auto sales in January rose to the strongest rate since 2000 \xe2\x86\x92 https://t.co/GlurJLRADC https://t.co/EvkubrFq\xe2\x80\xa6'
694594086808985600,2016-02-02 18:51:49,b'Show your organizing pride. https://t.co/dsQVnkKlG5 https://t.co/1U7d0ViQNm'
694563399812820992,2016-02-02 16:49:53,"b""No fluff, just facts\xe2\x80\x94that's the Truth Team way. Join now: https://t.co/i3kGrLda30 https://t.co/GVbxLLMVJl"""
693927206913839104,2016-01-31 22:41:53,"b""There's just a few hours left to #GetCovered for 2016: https://t.co/tQKL0kjbds https://t.co/t2zU5dfywk"""
693870329903632384,2016-01-31 18:55:52,b'Spread the word: Today is the last day to #GetCovered for 2016. https://t.co/D9YMF4m5vt #AreYouCovered'
693851398383874048,2016-01-31 17:40:39,"b""TODAY: The last day to check out your options and #GetCovered. Don't miss it. https://t.co/kt3fMxZbdi https://t.co/10CLJ5fooh"""
693847348129222656,2016-01-31 17:24:33,b'RT @MichelleWKwan: Just 1 day left to get #GetCovered for 2016 Vist: https://t.co/RpPMiNXi0B https://t.co/ASuMcaxDCT'
693571153336496128,2016-01-30 23:07:03,b'The end of the open enrollment is right around the corner\xe2\x80\x94make sure your friends know how to #GetCovered: https://t.co/XDUoYotwsb'
693569588865290240,2016-01-30 23:00:50,"b""RT @OFA: Millions of families now have peace of mind thanks to #Obamacare. Say you'll fight for it: https://t.co/lQwbqrGZut https://t.co/jS\xe2\x80\xa6"""
693472619895468032,2016-01-30 16:35:31,"b'Have a worry-free weekend, and take care of this right now: https://t.co/BHUeP88GRc #GetCovered https://t.co/loHWJlPGNx'"
693451608785457152,2016-01-30 15:12:01,"b""There's still time to #GetCovered\xe2\x80\x94but hurry: https://t.co/yJPJkNBxDk https://t.co/0q8gqfaRaP"""
693197771998793728,2016-01-29 22:23:22,b'Just two days left to get #GetCovered for 2016. https://t.co/X4GbVCHO9l https://t.co/rbFDLwcqrQ'
693169290250309632,2016-01-29 20:30:11,b'Check out what President Obama is doing to help advance #EqualPay for women. https://t.co/u2WvUyEJhi'
693149655614357504,2016-01-29 19:12:10,b'Add your name if you agree that equal work deserves #EqualPay: https://t.co/lkIn7LW3t2'
693130008689180672,2016-01-29 17:54:06,"b""Seven years ago, President Obama signed the Lilly Ledbetter Fair Pay Act\xe2\x80\x94a step forward. But the fight isn't over. https://t.co/cNtuGPmQaj"""
693120906458083329,2016-01-29 17:17:56,b'LIVE: President Obama is speaking about the importance of #EqualPay for women. https://t.co/UQ4VD8sSTc #StandWithWomen'
693112735035318272,2016-01-29 16:45:28,"b""RT @WhiteHouse: RT the good news: We're taking new steps to advance #EqualPay for women \xe2\x86\x92 https://t.co/8UoDjb2bkO\nhttps://t.co/Kam2Wp4BJY"""
693104216466796545,2016-01-29 16:11:37,b'Tune in at 12:10 p.m. ET to watch President Obama speak on the anniversary of the Lilly Ledbetter Fair Pay Act. https://t.co/rte64mhVUa'
692861496447991808,2016-01-29 00:07:08,"b""Join the team that's fighting misinformation with facts: https://t.co/Qd7xprsbtR https://t.co/30tPd0bTni"""
692829685529481217,2016-01-28 22:00:43,"b""Don't miss this deadline: https://t.co/jnKHuG9dCY #GetCovered https://t.co/p8VNB2yZj6"""
692788658286428160,2016-01-28 19:17:42,b'RT @djkhaled: MAJOR \xf0\x9f\x94\x91 ALERT!https://t.co/4O22TBTKnl the deadline is January 31st! @whitehouse #Wethebest  @barackobama bless up https://t.c\xe2\x80\xa6'
692774847080824833,2016-01-28 18:22:49,b'The open enrollment period ends on Sunday\xe2\x80\x94talk to your friends about how they can #GetCovered: https://t.co/kWeRXI249K'
692752304097890304,2016-01-28 16:53:14,b'Preventive care is free under Obamacare. Check out your options and #GetCovered. https://t.co/PJsCSE6iVO https://t.co/cu0hnm3kSf'
692478796340027392,2016-01-27 22:46:25,"b'Retweet to spread the word, and make sure your friends #GetCovered. https://t.co/rLJpf9uwA8 https://t.co/WNTBu0LyNX'"
692450481126375424,2016-01-27 20:53:54,"b""It's not too late\xe2\x80\x94get your vintage tee today. https://t.co/tQoE4iDZTk https://t.co/lEPEAJzcs9"""
692409273263869952,2016-01-27 18:10:09,b'Scientists agree climate change is man-made\xe2\x80\x94and we can do something about it. https://t.co/8nUjWGSP7f #ActOnClimate'
692375750423392256,2016-01-27 15:56:57,"b'""In our criminal justice system, the punishment should fit the crime."" \xe2\x80\x94President Obama https://t.co/eKF7oIwbRy'"
692126767511896065,2016-01-26 23:27:35,b'Before Sunday: #GetCovered. https://t.co/GJghRxqGRj https://t.co/cbpfaOxhYV'
692103317405569025,2016-01-26 21:54:24,"b'Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more: https://t.co/A1qQL1clRt'"
692076250035130368,2016-01-26 20:06:50,"b""Health care reform has helped millions\xe2\x80\x94join the team that's fighting to protect it. https://t.co/DPtvgfEfMA https://t.co/8gpeGqnUCB"""
692054290974638080,2016-01-26 18:39:35,b'A new study confirms that the #TPP will raise wages for American workers and grow our economy. https://t.co/Yidp3pWnX3'
691757468381253633,2016-01-25 23:00:07,"b""Time's running out to #GetCovered before the January 31 deadline. Check out your options: https://t.co/vZQTajuEKR https://t.co/81GzIQY83h"""
691725379535376384,2016-01-25 20:52:36,"b""Take a look at President Obama's latest common-sense step to help fight climate change: https://t.co/rQ0dK9U4Em #ActOnClimate"""
691693616780083200,2016-01-25 18:46:23,"b""Join the millions who've enrolled in the new marketplace. The deadline is January 31: https://t.co/n4c40resJs https://t.co/K6AaIR0xe7"""
691656936513638400,2016-01-25 16:20:38,b'Fifteen of the 16 hottest years ever recorded have been in the 21st century. See for yourself: https://t.co/zO0lZfW3Kc #ActOnClimate'
691000980675104768,2016-01-23 20:54:06,"b'""If you haven\xe2\x80\x99t looked at your new coverage options, you\xe2\x80\x99ve still got time to get covered."" \xe2\x80\x94President Obama https://t.co/YlrvNmY65K'"
690976223263068160,2016-01-23 19:15:44,"b'In the weekly address, President Obama encourages people to check out their health care options and #GetCovered: https://t.co/spW5qkgT4q'"
690654246304280576,2016-01-22 21:56:18,"b""Extreme voices in Congress have tried to dismantle #Obamacare more than 60 times\xe2\x80\x94join the team that's fighting back: https://t.co/6gxO4bMTwA"""
690630604333789184,2016-01-22 20:22:22,b'Check ups: covered under Obamacare. https://t.co/lXbjvJra3n #GetCovered https://t.co/0rTsMXDNfC'
690603140702285824,2016-01-22 18:33:14,b'97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate https://t.co/UaCZus7uv6'
690583874213031936,2016-01-22 17:16:40,"b'""The government should not intrude on private decisions made between a woman and her doctor."" \xe2\x80\x94President Obama #Roe43'"
690293568074752000,2016-01-21 22:03:06,b'LIVE: President Obama is speaking at the U.S. Conference of Mayors. https://t.co/dCEpT6gc4K'
690278799972241408,2016-01-21 21:04:25,b'Be prepared for the cold. #GetCovered today: https://t.co/ObT9sKM0sn https://t.co/MRgSnD7lOp'
690247976816480257,2016-01-21 19:01:56,b'Get the peace of mind that comes with having health insurance\xe2\x80\x94#GetCovered today: https://t.co/jsKJcmD7fm https://t.co/D4K9sj83xh'
690231734009405441,2016-01-21 17:57:23,b'Fighting climate change: \xe2\x9c\x94\nCreating jobs: \xe2\x9c\x94\nThe solar industry is booming. https://t.co/8GYjQkeaTU'
690208504657784832,2016-01-21 16:25:05,"b'""The American auto industry is all the way back."" \xe2\x80\x94President Obama #MadeInAmerica https://t.co/QnksUHjMuu'"
689948905312776192,2016-01-20 23:13:32,"b""It's official: Last year was the hottest year on record\xe2\x80\x94by a very wide margin. https://t.co/RbbvWHIeG6 #ActOnClimate"""
689912851884937216,2016-01-20 20:50:16,b'LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. https://t.co/zxyBfHlwEc'
689891745694244870,2016-01-20 19:26:24,b'Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: https://t.co/OJXlzUx8bN'
689886018154070017,2016-01-20 19:03:38,"b""RT @WhiteHouse: 7 years ago, @POTUS bet big on rescuing the American auto industry. Here's how it paid off: https://t.co/rOfdMEt5IY https:/\xe2\x80\xa6"""
689866276617908224,2016-01-20 17:45:12,b'Shop around: https://t.co/4qWv5nK5RK #GetCovered https://t.co/2f9AwU6kVU'
689840970787979264,2016-01-20 16:04:38,b'Read how @OFA organizers are sharing their personal stories to help #StopGunViolence: https://t.co/0SQPvAfhjf'
689542770344636416,2016-01-19 20:19:42,"b'RT @WhiteHouse: 25,000 pounds of enriched uranium = shipped out of Iran.\nhttps://t.co/3PJ1t1gVwu #IranDeal https://t.co/EazEQzhpVo'"
689516517428371457,2016-01-19 18:35:23,b'American diplomacy has helped make the world safer and more secure through the #IranDeal. Read how: https://t.co/BfksIZpjJe'
689476975971307521,2016-01-19 15:58:15,"b""Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal https://t.co/viKHWJecue"""
689124766888886273,2016-01-18 16:38:42,"b'""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms."" \xe2\x80\x94President Obama #MLKDay'"
688844894518034434,2016-01-17 22:06:35,"b'Happy birthday, @FLOTUS. Thank you for all you do. https://t.co/ITj9tbXk68'"
688404667135463424,2016-01-16 16:57:17,"b'""That\xe2\x80\x99s when America works best\xe2\x80\x94when everyone has opportunity; when everyone has some security."" \xe2\x80\x94President Obama https://t.co/Yy9JeoCN2I'"
688385432032133120,2016-01-16 15:40:51,"b'In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. https://t.co/fMYh94fg1w'"
688143112179322880,2016-01-15 23:37:57,b'President Obama announced a pause on new coal leases on federal lands\xe2\x80\x94a step forward in the fight to #ActOnClimate: https://t.co/boMQbHvImy'
688105672265707520,2016-01-15 21:09:11,"b'RT @WhiteHouse: ""If you don\'t have health insurance on your job then you shouldn\'t be without coverage"" \xe2\x80\x94@POTUS #YouTubeAsksObama https://t\xe2\x80\xa6'"
688078114367246338,2016-01-15 19:19:40,"b'LIVE: President Obama is answering questions from @smartereveryday, @sWooZ1e, and @ingridnilsen. https://t.co/OOb1kkF5r7 #YouTubeAsksObama'"
688070644357926913,2016-01-15 18:50:00,b'Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: https://t.co/lkj0ZdiRBM'
688063710317838337,2016-01-15 18:22:26,"b""America now has the lowest uninsured rate on record thanks to #Obamacare. Repealing it doesn't make sense. https://t.co/qBMYaHA1pk"""
688050732734365696,2016-01-15 17:30:52,b'ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. https://t.co/cWb4OaWwuD'
688030677158248448,2016-01-15 16:11:11,b'DEADLINE: Check out your options today for coverage that begins on February 1. https://t.co/NAoDBeHUgQ #GetCovered https://t.co/v9IBRrs3ur'
687765276734062592,2016-01-14 22:36:34,b'Check out what @VP Biden told a group of @OFA supporters yesterday: https://t.co/NjCc5vq34H'
687735389319135232,2016-01-14 20:37:48,b'Solar energy jobs have doubled in just five years. https://t.co/pBDPEYCuML #ActOnClimate'
687688422866038784,2016-01-14 17:31:11,"b'""That\xe2\x80\x99s the country we love. Clear-eyed. Big-hearted. Undaunted by challenge."" \xe2\x80\x94President Obama #SOTU https://t.co/RPQCGgX0oN'"
687668957659041792,2016-01-14 16:13:50,b'LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. https://t.co/6A5NKzELJX'
687657026797715460,2016-01-14 15:26:25,"b'Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: https://t.co/4oJ9cvg1qy'"
687401699221319680,2016-01-13 22:31:51,b'LIVE: President Obama is speaking in Omaha about moving our country forward. https://t.co/CnQqF3c0F9'
687368562755813376,2016-01-13 20:20:10,b'LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. https://t.co/k5iTk6DCbZ'
687355528297578496,2016-01-13 19:28:23,"b""RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92"""
687342232232267776,2016-01-13 18:35:33,"b""Missed President Obama's final #SOTU last night? Check out his full remarks. https://t.co/7KHp3EHK8D"""
687326437032906753,2016-01-13 17:32:47,b'Fired up from the #SOTU? RSVP to hear @VP talk about the work ahead with @OFA supporters: https://t.co/EIe2g6hT0I https://t.co/jIGBqLTDHB'
687306917786595335,2016-01-13 16:15:13,"b""RT @WhiteHouse: The 3rd annual #BigBlockOfCheeseDay is today! Here's how you can participate: https://t.co/DXxU8c7zOe https://t.co/diT4MJWQ\xe2\x80\xa6"""
687110240534315008,2016-01-13 03:13:41,b'Fired up and ready to go? Join the movement: https://t.co/stTSEUMkxN #SOTU'
687109831237345281,2016-01-13 03:12:04,"b'""I believe in change because I believe in you."" \xe2\x80\x94President Obama #SOTU'"
687109072349298688,2016-01-13 03:09:03,"b'""I can promise that a year from now, when I no longer hold this office, I\xe2\x80\x99ll be right there with you as a citizen."" \xe2\x80\x94President Obama #SOTU'"
687108544823345153,2016-01-13 03:06:57,"b'""Our collective future depends on your willingness to uphold your obligations as a citizen."" \xe2\x80\x94President Obama #SOTU'"
687108013849624576,2016-01-13 03:04:51,"b'""Democracy breaks down when the average person feels their voice doesn\xe2\x80\x99t matter."" \xe2\x80\x94President Obama #SOTU'"
687107713227083777,2016-01-13 03:03:39,"b'""Our public life withers when only the most extreme voices get all the attention."" \xe2\x80\x94President Obama #SOTU'"
687107588022902784,2016-01-13 03:03:09,"b'""Democracy grinds to a halt without a willingness to compromise."" \xe2\x80\x94President Obama #SOTU'"
687107391817564161,2016-01-13 03:02:22,"b'""Democracy does require basic bonds of trust between its citizens."" \xe2\x80\x94President Obama #SOTU'"
687107101663993856,2016-01-13 03:01:13,"b'""The future we want ... is within our reach. But it will only happen if we work together."" \xe2\x80\x94President Obama #SOTU'"
687106894113050625,2016-01-13 03:00:24,"b'""We need to reject any politics that targets people because of race or religion."" \xe2\x80\x94President Obama #SOTU'"
687105424437280768,2016-01-13 02:54:33,b'President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU'
687104412204978181,2016-01-13 02:50:32,b'RT @OFA: Hear some good ideas tonight? Show your support\xe2\x80\x94add your name: https://t.co/8cTGcZuEBE #SOTU'
687103528557359104,2016-01-13 02:47:01,"b'""Our troops are the finest fighting force in the history of the world."" \xe2\x80\x94President Obama #SOTU'"
687103411574030337,2016-01-13 02:46:33,"b'""The United States of America is the most powerful nation on Earth. Period."" \xe2\x80\x94President Obama #SOTU'"
687103265205432320,2016-01-13 02:45:58,"b'""We\xe2\x80\x99ve got to accelerate the transition away from old, dirtier energy sources."" \xe2\x80\x94President Obama #SOTU'"
687103126248161281,2016-01-13 02:45:25,"b'""Gas under two bucks a gallon ain\xe2\x80\x99t bad, either."" \xe2\x80\x94President Obama #SOTU'"
687102974137483264,2016-01-13 02:44:49,"b'""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" \xe2\x80\x94President Obama #ActOnClimate #SOTU'"
687102848190943232,2016-01-13 02:44:19,"b'""Seven years ago, we made the single biggest investment in clean energy in our history."" \xe2\x80\x94President Obama #SOTU'"
687102701260242945,2016-01-13 02:43:44,"b'""Why would we want to pass up the chance for American businesses to produce and sell the energy of the future?"" \xe2\x80\x94President Obama #SOTU'"
687102549690691584,2016-01-13 02:43:08,b'RT @OFA: Climate action can no longer be pushed to the next generation\xe2\x80\x94we need to #ActOnClimate now. #SOTU https://t.co/XiFc6Dovrd'
