,text
738,"b'The Democrats will probably submit a Bill, being cute as always, which gives everything away but gives NOTHING to B\xe2\x80\xa6 https://t.co/stwYPbVQgY'"
739,b'MEXICO IS PAYING FOR THE WALL through the many billions of dollars a year that the U.S.A. is saving through the new\xe2\x80\xa6 https://t.co/y9ubjWR83H'
740,b'HAPPY NEW YEAR! https://t.co/bHoPDPQ7G6'
741,"b'....Senator Schumer, more than a year longer than any other Administration in history. These are people who have be\xe2\x80\xa6 https://t.co/Gm1TOkGOFF'"
742,b'Heads of countries are calling wanting to know why Senator Schumer is not approving their otherwise approved Ambass\xe2\x80\xa6 https://t.co/iDbniAtvK6'
743,"b'It\xe2\x80\x99s incredible how Democrats can all use their ridiculous sound bite and say that a Wall doesn\xe2\x80\x99t work. It does, an\xe2\x80\xa6 https://t.co/FIrJAWfsrO'"
744,"b'I\xe2\x80\x99m in the Oval Office. Democrats, come back from vacation now and give us the votes necessary for Border Security,\xe2\x80\xa6 https://t.co/anAk2LBNsa'"
745,"b'I am the only person in America who could say that, \xe2\x80\x9cI\xe2\x80\x99m bringing our great troops back home, with victory,\xe2\x80\x9d and ge\xe2\x80\xa6 https://t.co/McKskjhH4U'"
746,"b'I campaigned on Border Security, which you cannot have without a strong and powerful Wall. Our Southern Border has\xe2\x80\xa6 https://t.co/n6Sg4IynLO'"
747,"b'.....Except the results are FAR BETTER than I ever said they were going to be! I campaigned against the NEVER ENDING WARS, remember!'"
748,"b'...I campaigned on getting out of Syria and other places. Now when I start getting out the Fake News Media, or some\xe2\x80\xa6 https://t.co/12EjLIquNS'"
749,"b'If anybody but Donald Trump did what I did in Syria, which was an ISIS loaded mess when I became President, they wo\xe2\x80\xa6 https://t.co/DUk7bM290B'"
750,"b'An all concrete Wall was NEVER ABANDONED, as has been reported by the media. Some areas will be all concrete but th\xe2\x80\xa6 https://t.co/ymVYDnI5Fo'"
751,"b'President and Mrs. Obama built/has a ten foot Wall around their D.C. mansion/compound. I agree, totally necessary f\xe2\x80\xa6 https://t.co/gGmTkLOu77'"
752,b'Great work by my Administration over the holidays to save Coast Guard pay during this #SchumerShutdown. No thanks t\xe2\x80\xa6 https://t.co/mpPGwVZAA0'
753,b'Veterans on President Trump\xe2\x80\x99s handling of Border Security - 62% Approval Rating. On being a strong leader - 59%.  AP Poll. Thank you!'
754,"b'\xe2\x80\x9cIt turns out to be true now, that the Department of Justice and the FBI, under President Obama, rigged the investi\xe2\x80\xa6 https://t.co/XO09qhvHGd'"
755,"b'\xe2\x80\x9cAbsolutely nothing\xe2\x80\x9d (on Russian Collusion). Kimberley Strassel, The Wall Street Journal. The Russian Collusion fab\xe2\x80\xa6 https://t.co/iZ52aLe6z5'"
756,"b'2018 is being called \xe2\x80\x9cTHE YEAR OF THE WORKER\xe2\x80\x9d by Steve Moore, co-author of \xe2\x80\x9cTrumponomics.\xe2\x80\x9d It was indeed a great ye\xe2\x80\xa6 https://t.co/cxeM62RZqM'"
757,"b'For those that naively ask why didn\xe2\x80\x99t the Republicans get approval to build the Wall over the last year, it is beca\xe2\x80\xa6 https://t.co/fVlpsEId46'"
758,b'...children in question were very sick before they were given over to Border Patrol. The father of the young girl s\xe2\x80\xa6 https://t.co/XLR6t6f4Ku'
759,b'Any deaths of children or others at the Border are strictly the fault of the Democrats and their pathetic immigrati\xe2\x80\xa6 https://t.co/2Gs9xvDXt5'
760,"b'Just had a long and very good call with President Xi of China. Deal is moving along very well. If made, it will be\xe2\x80\xa6 https://t.co/CwXACOQMkC'"
761,b'I am in the White House waiting for the Democrats to come on over and make a deal on Border Security. From what I h\xe2\x80\xa6 https://t.co/OaQzvCASuU'
762,"b'The Mueller Angry Democrats recently deleted approximately 19,000 Text messages between FBI Agent Lisa Page and her\xe2\x80\xa6 https://t.co/T8ZcFjet1R'"
763,b'Thank you to Sean Parnell for the nice comments on @foxandfriends about the troops wonderful reaction to Melania an\xe2\x80\xa6 https://t.co/Ob2NVmWAQH'
764,"b'.....Honduras, Guatemala and El Salvador are doing nothing for the United States but taking our money. Word is that\xe2\x80\xa6 https://t.co/hVLB9aVU45'"
765,b'.....close the Southern Border. Bring our car industry back into the United States where it belongs. Go back to pre\xe2\x80\xa6 https://t.co/zvvuOTf3oS'
766,"b'....The United States looses soooo much money on Trade with Mexico under NAFTA, over 75 Billion Dollars a year (not\xe2\x80\xa6 https://t.co/y9ztKqHDn6'"
767,b'We will be forced to close the Southern Border entirely if the Obstructionist Democrats do not give us the money to\xe2\x80\xa6 https://t.co/J3Jd0yCcvL'
768,b'CNN &amp; others within the Fake News Universe were going wild about my signing MAGA hats for our military in Iraq and\xe2\x80\xa6 https://t.co/N1VCojCzUI'
769,"b'This isn\xe2\x80\x99t about the Wall, everybody knows that a Wall will work perfectly (In Israel the Wall works 99.9%). This i\xe2\x80\xa6 https://t.co/YlEQNI7J3F'"
770,b'Brad Blakeman: \xe2\x80\x9cThe American people understand that we have been played by foreign actors who would rather have us\xe2\x80\xa6 https://t.co/173Kfnw3w8'
771,b'I totally agree! https://t.co/KO8E3bfWfn'
772,b'There is right now a full scale manhunt going on in California for an illegal immigrant accused of shooting and kil\xe2\x80\xa6 https://t.co/48BXgKav6m'
773,b'\xe2\x80\x9cBorder Patrol Agents want the Wall.\xe2\x80\x9d Democrat\xe2\x80\x99s say they don\xe2\x80\x99t want the Wall (even though they know it is really n\xe2\x80\xa6 https://t.co/CFM9DvPP1n'
774,b'The reason the DACA for Wall deal didn\xe2\x80\x99t get done was that a ridiculous court decision from the 9th Circuit allowed\xe2\x80\xa6 https://t.co/96QcbH3smv'
775,"b'The Democrats OBSTRUCTION of the desperately needed Wall, where they almost all recently agreed it should be built,\xe2\x80\xa6 https://t.co/M8uUV6Ebhu'"
776,b'Have the Democrats finally realized that we desperately need Border Security and a Wall on the Southern Border. Nee\xe2\x80\xa6 https://t.co/FgV5hk5UGL'
777,"b'Just returned from visiting our troops in Iraq and Germany. One thing is certain, we have incredible people represe\xe2\x80\xa6 https://t.co/HXp7moTTAj'"
778,b'.@FLOTUS Melania and I were honored to visit our incredible troops at Al Asad Air Base in Iraq. GOD BLESS THE U.S.A\xe2\x80\xa6 https://t.co/SLe2tXnMLl'
779,"b'I hope everyone, even the Fake News Media, is having a great Christmas! Our Country is doing very well. We are secu\xe2\x80\xa6 https://t.co/pAk8R4vTGF'"
780,b'Merry Christmas!'
781,b'RT @FLOTUS: Helping children across the country track #Santa is becoming one of my favorite traditions!  @Potus and I enjoyed working with\xe2\x80\xa6'
782,b'I am in the Oval Office &amp; just gave out a 115 mile long contract for another large section of the Wall in Texas. We\xe2\x80\xa6 https://t.co/JHAg4ROyg2'
783,b'Christmas Eve briefing with my team working on North Korea \xe2\x80\x93 Progress being made. Looking forward to my next summit\xe2\x80\xa6 https://t.co/5Yat6yioG3'
784,b'I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately n\xe2\x80\xa6 https://t.co/rJjel91tSs'
785,"b'Saudi Arabia has now agreed to spend the necessary money needed to help rebuild Syria, instead of the United States\xe2\x80\xa6 https://t.co/ySHwB9b8Fn'"
786,b'The Wall is different than the 25 Billion Dollars in Border Security. The complete Wall will be built with the Shut\xe2\x80\xa6 https://t.co/k8DTw3trKu'
787,"b'I never \xe2\x80\x9clashed out\xe2\x80\x9d at the Acting Attorney General of the U.S., a man for whom I have great respect. This is a mad\xe2\x80\xa6 https://t.co/IUyS1p7z6E'"
788,"b'The only problem our economy has is the Fed. They don\xe2\x80\x99t have a feel for the Market, they don\xe2\x80\x99t understand necessary\xe2\x80\xa6 https://t.co/g0dYAlEqmD'"
789,b'AMERICA IS RESPECTED AGAIN!'
790,"b'For all of the sympathizers out there of Brett McGurk remember, he was the Obama appointee who was responsible for\xe2\x80\xa6 https://t.co/YT4ZsN1lKq'"
791,"b'....We are substantially subsidizing the Militaries of many VERY rich countries all over the world, while at the sa\xe2\x80\xa6 https://t.co/MZ8zKbLQFp'"
792,"b'To those few Senators who think I don\xe2\x80\x99t like or appreciate being allied with other countries, they are wrong, I DO.\xe2\x80\xa6 https://t.co/7HqkO5bJax'"
793,b'Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I ma\xe2\x80\xa6 https://t.co/DkvoB1aI15'
794,b'President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Sy\xe2\x80\xa6 https://t.co/l4RDUsBNNg'
795,"b'\xe2\x80\x9cThe President has been remarkable. I do not doubt that he will thrive in this new environment, and he will be a co\xe2\x80\xa6 https://t.co/Hxx83N7Y3F'"
796,"b'The most important way to stop gangs, drugs, human trafficking and massive crime is at our Southern Border. We need\xe2\x80\xa6 https://t.co/qmJUmUaOxQ'"
797,"b'Mitch McConnell just told a group of people, and me, that he has been in the U.S. Senate for 32 years and the last\xe2\x80\xa6 https://t.co/tRQgCigIrW'"
798,b'\xe2\x80\x9cIt should not be the job of America to replace regimes around the world. This is what President Trump recognized i\xe2\x80\xa6 https://t.co/f8MyVbnTA0'
799,"b'Thanks @RandPaul  \xe2\x80\x9cI am very proud of the President. This is exactly what he promised, and I think the people agree\xe2\x80\xa6 https://t.co/jlGmkkHYIM'"
800,"b'.....Bob Corker was responsible for giving us the horrible Iran Nuclear Deal, which I ended, yet he badmouths me fo\xe2\x80\xa6 https://t.co/bCNjmQptRB'"
801,"b'Senator Bob Corker just stated that, \xe2\x80\x9cI\xe2\x80\x99m so priveledged to serve in the Senate for twelve years, and that\xe2\x80\x99s what I\xe2\x80\xa6 https://t.co/Hq9TutupaE'"
802,"b'We signed two pieces of major legislation this week, Criminal Justice Reform and the Farm Bill. These are two Big D\xe2\x80\xa6 https://t.co/nLvFGIiysZ'"
803,b'Unthinkable devastation from the tsunami disaster in Indonesia. More than two hundred dead and nearly a thousand in\xe2\x80\xa6 https://t.co/DIBbi2loSa'
804,"b'I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS, our mutual involveme\xe2\x80\xa6 https://t.co/yMG7EFB4uj'"
805,"b'I am pleased to announce that our very talented Deputy Secretary of Defense, Patrick Shanahan, will assume the titl\xe2\x80\xa6 https://t.co/hUtkUQf7yS'"
806,"b'The only way to stop drugs, gangs, human trafficking, criminal elements and much else from coming into our Country\xe2\x80\xa6 https://t.co/h1sNn3D4yW'"
807,"b'When President Obama ingloriously fired Jim Mattis, I gave him a second chance. Some thought I shouldn\xe2\x80\x99t, I thought\xe2\x80\xa6 https://t.co/ZFYIzOOXZg'"
808,"b'If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were go\xe2\x80\xa6 https://t.co/BNlBGpUobj'"
809,"b'Brett McGurk, who I do not know, was appointed by President Obama in 2015. Was supposed to leave in February but he\xe2\x80\xa6 https://t.co/WihasoF1ss'"
810,b'I will not be going to Florida because of the Shutdown - Staying in the White House!  #MAGA'
811,b'Senate adjourns until December 27th.'
812,"b'I won an election, said to be one of the greatest of all time, based on getting out of endless &amp; costly foreign war\xe2\x80\xa6 https://t.co/ytXyO6q5yE'"
813,b'The crisis of illegal activity at our Southern Border is real and will not stop until we build a great Steel Barrie\xe2\x80\xa6 https://t.co/SDo2igp4G5'
814,b'Will be having lunch in White House residence with large group concerning Border Security.'
815,"b'....going to be there for three months, and that was seven years ago - we never left. When I became President, ISIS\xe2\x80\xa6 https://t.co/luyFMfHO28'"
816,"b'I am in the White House, working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negot\xe2\x80\xa6 https://t.co/eP0tZgp5nw'"
817,b'OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a'
818,b'Wishing Supreme Court Justice Ruth Bader Ginsburg a full and speedy recovery!'
819,b'Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florid\xe2\x80\xa6 https://t.co/kevVLGaR0T'
820,b'A design of our Steel Slat Barrier which is totally effective while at the same time beautiful! https://t.co/sGltXh0cu9'
821,"b'Today, it was my honor to sign into law H.R. 7213, the \xe2\x80\x9cCountering Weapons of Mass Destruction Act of 2018.\xe2\x80\x9d The Ac\xe2\x80\xa6 https://t.co/1zaP2XJ5x5'"
822,"b'Today, it was my great honor to sign the #FirstStepAct - a monumental bi-partisan win for the American people! https://t.co/isy6Bt38iK'"
823,b'I\xe2\x80\x99ve done more damage to ISIS than all recent presidents....not even close!'
824,b'The Democrats now own the shutdown!'
825,"b'General Anthony Tata, author, \xe2\x80\x9cDark Winter.\xe2\x80\x9d I think the President is making the exact right move in Syria. All the\xe2\x80\xa6 https://t.co/e3j2HCLkWd'"
826,"b'There has never been a president who has been tougher (but fair) on China or Russia - Never, just look at the facts\xe2\x80\xa6 https://t.co/rqfYk4mgde'"
827,b'Thank you @SteveDaines for being willing to go with the so-called nuclear option in order to win on DESPERATELY NEE\xe2\x80\xa6 https://t.co/I10tsDvpcO'
828,"b'Mitch, use the Nuclear Option and get it done! Our Country is counting on you!'"
829,"b'Even President Ronald Reagan tried for 8 years to build a Border Wall, or Fence, and was unable to do so. Others al\xe2\x80\xa6 https://t.co/TRHV1uwtVp'"
830,b'Shutdown today if Democrats do not vote for Border Security!'
831,"b'House Republican Vote, 217-185.'"
832,"b'The Democrats, whose votes we need in the Senate, will probably vote against Border Security and the Wall even thou\xe2\x80\xa6 https://t.co/o4ZLHp93QM'"
833,"b'No matter what happens today in the Senate, Republican House Members should be very proud of themselves. They flew\xe2\x80\xa6 https://t.co/2cxHVgaVZ4'"
834,"b'.....on a Border is only effective in conjunction with a Wall. Properly designed and built Walls work, and the Demo\xe2\x80\xa6 https://t.co/8J0SBmAILX'"
835,"b'The Democrats are trying to belittle the concept of a Wall, calling it old fashioned. The fact is there is nothing\xe2\x80\xa6 https://t.co/AkrCIxTKeX'"
836,b'Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything. He will ne\xe2\x80\xa6 https://t.co/Xcx3nA117Y'
837,"b'Soon to be Speaker Nancy Pelosi said, last week live from the Oval Office, that the Republicans didn\xe2\x80\x99t have the vot\xe2\x80\xa6 https://t.co/qkc0krBfvP'"
838,b'Thank you to our GREAT Republican Members of Congress for your VOTE to fund Border Security and the Wall. The final\xe2\x80\xa6 https://t.co/4zKbeHeK5F'
839,b'....equipment. General Mattis was a great help to me in getting allies and other countries to pay their share of mi\xe2\x80\xa6 https://t.co/2zN0SZW7dO'
840,"b'General Jim Mattis will be retiring, with distinction, at the end of February, after having served my Administratio\xe2\x80\xa6 https://t.co/PqB9L51hvN'"
841,"b'Democrats, it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS. Border security m\xe2\x80\xa6 https://t.co/zjMZI66I44'"
842,b'Farm Bill signing in 15 minutes! #Emmys #TBT https://t.co/KtSS17xvIn'
843,b'So hard to believe that Lindsey Graham would be against saving soldier lives &amp; billions of $$$. Why are we fighting\xe2\x80\xa6 https://t.co/sSaZhZ3QAs'
